id_mutation;nature_mutation;date_mutation
20739;Vente;2020-05-28
20740;Vente;2020-06-08
20741;Vente;2020-05-29
20742;Vente;2020-06-25
20743;Vente;2020-06-05
20744;Vente;2020-06-01
20745;Vente;2020-06-18
20746;Vente;2020-06-04
20747;Vente;2020-06-04
20748;Vente;2020-06-17
20749;Vente;2020-06-11
20750;Vente;2020-06-10
20751;Vente;2020-06-09
20752;Vente;2020-06-12
20753;Vente;2020-06-15
20754;Vente;2020-06-26
20755;Vente;2020-06-11
20756;Vente;2020-06-25
20757;Vente;2020-06-12
20758;Vente;2020-06-23
20759;Vente;2020-06-25
20760;Vente;2020-06-29
20761;Vente;2020-06-24
20762;Vente;2020-06-12
20763;Vente;2020-06-18
20764;Vente;2020-06-15
20765;Vente;2020-06-25
20766;Vente;2020-06-23
20767;Vente;2020-06-15
20768;Vente;2020-06-05
20769;Vente;2020-06-24
20770;Vente;2020-06-16
20771;Vente;2020-06-26
20772;Vente;2020-06-24
20773;Vente;2020-05-20
20774;Vente;2020-06-22
20775;Vente;2020-06-23
20776;Vente;2020-06-12
20777;Vente;2020-06-26
20778;Vente;2020-06-17
20779;Vente;2020-06-22
20780;Vente;2020-06-11
20781;Vente;2020-06-12
20782;Vente;2020-06-09
20783;Vente;2020-06-19
20784;Vente;2020-06-27
20785;Vente;2020-06-24
20786;Vente;2020-06-26
20787;Vente;2020-06-30
20788;Vente;2020-06-17
20789;Vente;2020-06-10
20790;Vente;2020-06-26
20791;Vente;2020-06-24
20792;Vente;2020-06-30
20793;Vente;2020-06-27
20794;Vente;2020-06-30
20795;Vente;2020-06-15
20796;Vente;2020-06-30
20797;Vente;2020-06-25
20798;Vente;2020-06-26
20799;Vente;2020-06-30
20800;Vente;2020-06-26
20801;Vente;2020-06-26
20802;Vente;2020-06-25
20803;Vente;2020-06-30
20804;Vente;2020-06-16
20805;Vente;2020-06-12
20806;Vente;2020-06-29
20807;Vente;2020-06-23
20808;Vente;2020-06-11
20809;Vente;2020-06-29
20810;Vente;2020-06-23
20811;Vente;2020-06-09
20812;Vente;2020-06-12
20813;Vente;2020-06-17
20814;Vente;2020-06-23
20815;Vente;2020-05-29
20816;Vente;2020-06-29
20817;Vente;2020-06-25
20818;Vente;2020-06-25
20819;Vente;2020-06-26
20820;Vente;2020-06-25
20821;Vente;2020-06-25
20822;Vente;2020-06-26
20823;Vente;2020-06-29
20824;Vente;2020-06-22
20825;Vente;2020-06-18
20826;Vente;2020-06-30
20827;Vente;2020-06-02
20828;Vente;2020-06-25
20829;Vente;2020-06-24
20830;Vente;2020-06-26
20831;Vente;2020-06-30
20832;Vente;2020-06-29
20833;Vente;2020-06-26
20834;Vente;2020-06-30
20835;Vente;2020-06-30
20836;Vente;2020-06-30
20837;Vente;2020-06-30
20838;Vente;2020-06-30
20839;Vente;2020-06-24
20840;Vente;2020-06-25
20841;Vente;2020-06-26
20842;Vente;2020-06-29
20843;Vente;2020-01-06
20844;Vente;2020-01-10
20845;Vente;2020-01-02
20846;Vente;2020-01-22
20847;Vente;2020-01-31
20848;Vente;2020-01-31
20849;Vente;2020-01-31
20850;Vente;2020-01-13
20851;Vente;2020-01-27
20852;Vente;2020-01-20
20853;Vente;2020-02-06
20854;Vente;2020-02-10
20855;Vente;2020-01-30
20856;Vente;2020-01-28
20857;Vente;2020-01-31
20858;Vente;2020-01-28
20859;Vente;2020-01-23
20860;Vente;2020-02-12
20861;Vente;2020-01-29
20862;Vente;2020-01-29
20863;Vente;2020-01-30
20864;Vente;2020-02-05
20865;Vente;2020-02-04
20866;Vente;2020-01-24
20867;Vente;2020-02-13
20868;Vente;2020-02-10
20869;Vente;2020-02-17
20870;Vente;2020-02-12
20871;Vente;2020-02-20
20872;Vente;2020-02-10
20873;Vente;2020-02-19
20874;Vente;2020-02-21
20875;Vente;2020-01-31
20876;Vente;2020-02-06
20877;Vente;2020-02-26
20878;Vente;2020-02-21
20879;Vente;2020-02-24
20880;Vente;2020-02-27
20881;Vente;2020-03-09
20882;Vente;2020-03-09
20883;Vente;2020-03-02
20884;Vente;2020-03-12
20885;Vente;2020-02-28
20886;Vente;2020-03-06
20887;Vente;2020-03-12
20888;Vente;2020-03-24
20889;Vente;2020-04-30
20890;Vente;2020-04-29
20891;Vente;2020-04-28
20892;Vente;2020-04-30
20893;Vente;2020-05-07
20894;Vente;2020-04-28
20895;Vente;2020-05-13
20896;Vente;2020-05-13
20897;Vente;2020-05-25
20898;Vente;2020-05-18
20899;Vente;2020-05-18
20900;Vente;2020-05-11
20901;Vente;2020-05-19
20902;Vente;2020-05-18
20903;Vente;2020-05-18
20904;Vente;2020-05-11
20905;Vente;2020-05-14
20906;Vente;2020-05-26
20907;Vente;2020-05-28
20908;Vente;2020-05-20
20909;Vente;2020-05-15
20910;Vente;2020-05-20
20911;Vente;2020-05-14
20912;Vente;2020-05-19
20913;Vente;2020-05-25
20914;Vente;2020-05-25
20915;Vente;2020-05-26
20916;Vente;2020-05-28
20917;Vente;2020-06-04
20918;Vente;2020-05-20
20919;Vente;2020-05-07
20920;Vente;2020-05-20
20921;Vente;2020-06-05
20922;Vente;2020-05-27
20923;Vente;2020-06-12
20924;Vente;2020-06-12
20925;Vente;2020-05-20
20926;Vente;2020-05-19
20927;Vente;2020-02-21
20928;Vente;2020-05-20
20929;Vente;2020-05-22
20930;Vente;2020-05-26
20931;Vente;2020-06-09
20932;Vente;2020-06-08
20933;Vente;2020-06-05
20934;Vente;2020-05-22
20935;Vente;2020-06-08
20936;Vente;2020-05-27
20937;Vente;2020-06-11
20938;Vente;2020-06-02
20939;Vente;2020-05-26
20940;Vente;2020-06-15
20941;Vente;2020-06-19
20942;Vente;2020-06-24
20943;Vente;2020-05-29
20944;Vente;2020-06-22
20945;Vente;2020-06-26
20946;Vente;2020-06-05
20947;Vente;2020-06-20
20948;Vente;2020-06-05
20949;Vente;2020-06-30
20950;Vente;2020-06-12
20951;Vente;2020-06-22
20952;Vente;2020-06-22
20953;Vente;2020-06-17
20954;Vente;2020-06-24
20955;Vente;2020-06-30
20956;Vente;2020-06-19
20957;Vente;2020-06-29
20958;Vente;2020-06-15
20959;Vente;2020-06-25
20960;Vente;2020-06-29
20961;Vente;2020-06-23
20962;Vente;2020-06-18
20963;Vente;2020-06-19
20964;Vente;2020-06-22
20965;Vente;2020-06-25
20966;Vente;2020-06-12
20967;Vente;2020-05-26
20968;Vente;2020-06-29
20969;Vente;2020-06-12
20970;Vente;2020-06-30
20971;Vente;2020-06-15
20972;Vente;2020-06-17
20973;Vente;2020-06-19
20974;Vente;2020-06-19
20975;Vente;2020-06-19
20976;Vente;2020-06-18
20977;Vente;2020-06-19
20978;Vente;2020-06-22
20979;Vente;2020-06-26
20980;Vente;2020-06-24
20981;Vente;2020-06-22
20982;Vente;2020-06-30
20983;Vente;2020-06-29
20984;Vente;2020-06-30
20985;Vente;2020-06-25
20986;Vente;2020-06-30
20987;Vente;2020-06-25
20988;Vente;2020-06-25
20989;Vente;2020-06-24
20990;Vente;2020-06-24
20991;Vente;2020-06-24
20992;Vente;2020-06-26
20993;Vente;2020-06-30
20994;Vente;2020-06-29
20995;Vente;2020-06-29
20996;Vente;2020-06-23
20997;Vente;2020-06-26
20998;Vente;2020-01-09
20999;Vente;2020-01-16
21000;Vente;2020-01-22
21001;Vente;2020-01-17
21002;Vente;2020-02-07
21003;Vente;2020-02-18
21004;Vente;2020-03-06
21005;Vente;2020-03-13
21006;Vente;2020-04-24
21007;Vente;2020-04-30
21008;Vente;2020-03-05
21009;Vente;2020-05-12
21010;Vente;2020-05-12
21011;Vente;2020-05-14
21012;Vente;2020-05-06
21013;Vente;2020-05-05
21014;Vente;2020-05-15
21015;Vente;2020-05-14
21016;Vente;2020-05-12
21017;Vente;2020-06-02
21018;Vente;2020-05-14
21019;Vente;2020-05-14
21020;Vente;2020-05-14
21021;Vente;2020-04-23
21022;Vente;2020-05-18
21023;Vente;2020-05-18
21024;Vente;2020-05-29
21025;Vente;2020-05-06
21026;Vente;2020-06-03
21027;Vente;2020-05-20
21028;Vente;2020-05-22
21029;Vente;2020-05-26
21030;Vente;2020-05-28
21031;Vente;2020-05-25
21032;Vente;2020-06-04
21033;Vente;2020-06-05
21034;Vente;2020-05-20
21035;Vente;2020-05-28
21036;Vente;2020-05-20
21037;Vente;2020-05-29
21038;Vente;2020-06-11
21039;Vente;2020-06-02
21040;Vente;2020-06-03
21041;Vente;2020-05-26
21042;Vente;2020-05-26
21043;Vente;2020-06-17
21044;Vente;2020-05-29
21045;Vente;2020-06-09
21046;Vente;2020-06-09
21047;Vente;2020-06-16
21048;Vente;2020-06-10
21049;Vente;2020-06-08
21050;Vente;2020-05-27
21051;Vente;2020-06-05
21052;Vente;2020-06-12
21053;Vente;2020-06-18
21054;Vente;2020-06-26
21055;Vente;2020-06-12
21056;Vente;2020-06-29
21057;Vente;2020-06-29
21058;Vente;2020-06-26
21059;Vente;2020-06-29
21060;Vente;2020-06-24
21061;Vente;2020-06-29
21062;Vente;2020-06-30
21063;Vente;2020-06-17
21064;Vente;2020-02-04
21065;Vente;2020-02-19
21066;Vente;2020-02-19
21067;Vente;2020-02-12
21068;Vente;2020-02-18
21069;Vente;2020-02-14
21070;Vente;2020-02-12
21071;Vente;2020-02-05
21072;Vente;2020-03-12
21073;Vente;2020-02-24
21074;Vente;2020-04-30
21075;Vente;2020-05-04
21076;Vente;2020-04-30
21077;Vente;2020-04-21
21078;Vente;2020-05-12
21079;Vente;2020-05-07
21080;Vente;2020-04-27
21081;Vente;2020-04-22
21082;Vente;2020-05-13
21083;Vente;2020-05-19
21084;Vente;2020-05-15
21085;Vente;2020-05-22
21086;Vente;2020-05-27
21087;Vente;2020-05-19
21088;Vente;2020-04-08
21089;Vente;2020-05-20
21090;Vente;2020-06-02
21091;Vente;2020-05-20
21092;Vente;2020-05-25
21093;Vente;2020-05-25
21094;Vente;2020-05-27
21095;Vente;2020-06-17
21096;Vente;2020-06-04
21097;Vente;2020-06-22
21098;Vente;2020-05-26
21099;Vente;2020-06-25
21100;Vente;2020-06-12
21101;Vente;2020-05-28
21102;Vente;2020-06-11
21103;Vente;2020-01-14
21104;Vente;2020-01-03
21105;Vente;2020-01-10
21106;Vente;2020-01-16
21107;Vente;2020-01-17
21108;Vente;2020-02-08
21109;Vente;2020-01-24
21110;Vente;2020-01-15
21111;Vente;2020-01-23
21112;Vente;2020-01-24
21113;Vente;2020-02-07
21114;Vente;2020-02-07
21115;Vente;2020-02-12
21116;Vente;2020-02-26
21117;Vente;2020-02-24
21118;Vente;2020-03-06
21119;Vente;2020-03-13
21120;Vente;2020-03-04
21121;Vente;2020-02-25
21122;Vente;2020-03-16
21123;Vente;2020-04-21
21124;Vente;2020-04-24
21125;Vente;2020-04-24
21126;Vente;2020-04-21
21127;Vente;2020-04-24
21128;Vente;2020-05-07
21129;Vente;2020-03-31
21130;Vente;2020-05-12
21131;Vente;2020-05-19
21132;Vente;2020-04-30
21133;Vente;2020-04-17
21134;Vente;2020-05-14
21135;Vente;2020-05-13
21136;Vente;2020-04-30
21137;Vente;2020-05-20
21138;Vente;2020-05-20
21139;Vente;2020-05-04
21140;Vente;2020-05-25
21141;Vente;2020-05-15
21142;Vente;2020-05-15
21143;Vente;2020-05-20
21144;Vente;2020-05-26
21145;Vente;2020-05-15
21146;Vente;2020-05-29
21147;Vente;2020-05-13
21148;Vente;2020-05-15
21149;Vente;2020-05-18
21150;Vente;2020-05-25
21151;Vente;2020-06-12
21152;Vente;2020-06-19
21153;Vente;2020-05-26
21154;Vente;2020-06-17
21155;Vente;2020-06-17
21156;Vente;2020-06-05
21157;Vente;2020-06-18
21158;Vente;2020-06-02
21159;Vente;2020-06-30
21160;Vente;2020-01-16
21161;Vente;2020-01-17
21162;Vente;2020-01-30
21163;Vente;2020-02-11
21164;Vente;2020-01-31
21165;Vente;2020-02-14
21166;Vente;2020-02-14
21167;Vente;2020-03-12
21168;Vente;2020-03-11
21169;Vente;2020-05-22
21170;Vente;2020-05-29
21171;Vente;2020-06-18
21172;Vente;2020-01-03
21173;Vente;2020-01-14
21174;Vente;2020-01-08
21175;Vente;2020-01-03
21176;Vente;2020-01-13
21177;Vente;2020-01-10
21178;Vente;2020-01-10
21179;Vente;2020-01-13
21180;Vente;2020-01-10
21181;Vente;2020-01-03
21182;Vente;2020-01-17
21183;Vente;2020-01-18
21184;Vente;2020-01-22
21185;Vente;2020-01-24
21186;Vente;2020-01-15
21187;Vente;2020-01-31
21188;Vente;2020-01-24
21189;Vente;2020-01-13
21190;Vente;2020-01-15
21191;Vente;2020-02-07
21192;Vente;2020-01-20
21193;Vente;2020-01-25
21194;Vente;2020-01-24
21195;Vente;2020-01-24
21196;Vente;2020-01-30
21197;Vente;2020-02-14
21198;Vente;2020-02-11
21199;Vente;2020-02-17
21200;Vente;2020-01-28
21201;Vente;2020-01-25
21202;Vente;2020-02-07
21203;Vente;2020-02-15
21204;Vente;2020-02-12
21205;Vente;2020-02-01
21206;Vente;2020-01-31
21207;Vente;2020-02-14
21208;Vente;2020-01-31
21209;Vente;2020-02-07
21210;Vente;2020-01-30
21211;Vente;2020-02-12
21212;Vente;2020-01-29
21213;Vente;2020-01-31
21214;Vente;2020-02-13
21215;Vente;2020-02-27
21216;Vente;2020-02-17
21217;Vente;2020-02-26
21218;Vente;2020-02-17
21219;Vente;2020-02-21
21220;Vente;2020-02-26
21221;Vente;2020-02-26
21222;Vente;2020-03-10
21223;Vente;2020-02-28
21224;Vente;2020-02-25
21225;Vente;2020-02-22
21226;Vente;2020-02-27
21227;Vente;2020-02-26
21228;Vente;2020-02-25
21229;Vente;2020-03-09
21230;Vente;2020-03-05
21231;Vente;2020-03-12
21232;Vente;2020-03-10
21233;Vente;2020-03-13
21234;Vente;2020-01-24
21235;Vente;2020-03-20
21236;Vente;2020-03-09
21237;Vente;2020-03-23
21238;Vente;2020-03-27
21239;Vente;2020-03-16
21240;Vente;2020-05-11
21241;Vente;2020-04-27
21242;Vente;2020-04-24
21243;Vente;2020-05-15
21244;Vente;2020-05-14
21245;Vente;2020-05-13
21246;Vente;2020-04-21
21247;Vente;2020-05-14
21248;Vente;2020-05-12
21249;Vente;2020-05-15
21250;Vente;2020-05-16
21251;Vente;2020-05-12
21252;Vente;2020-05-07
21253;Vente;2020-05-22
21254;Vente;2020-05-11
21255;Vente;2020-05-11
21256;Vente;2020-04-08
21257;Vente;2020-05-14
21258;Vente;2020-04-24
21259;Vente;2020-05-15
21260;Vente;2020-05-22
21261;Vente;2020-05-15
21262;Vente;2020-05-29
21263;Vente;2020-05-26
21264;Vente;2020-05-22
21265;Vente;2020-05-14
21266;Vente;2020-05-14
21267;Vente;2020-05-18
21268;Vente;2020-05-19
21269;Vente;2020-05-21
21270;Vente;2020-05-26
21271;Vente;2020-05-26
21272;Vente;2020-05-15
21273;Vente;2020-05-25
21274;Vente;2020-05-25
21275;Vente;2020-06-08
21276;Vente;2020-05-29
21277;Vente;2020-06-03
21278;Vente;2020-06-05
21279;Vente;2020-06-11
21280;Vente;2020-05-26
21281;Vente;2020-05-27
21282;Vente;2020-05-28
21283;Vente;2020-06-05
21284;Vente;2020-06-13
21285;Vente;2020-05-22
21286;Vente;2020-05-27
21287;Vente;2020-05-22
21288;Vente;2020-06-09
21289;Vente;2020-06-12
21290;Vente;2020-06-09
21291;Vente;2020-06-09
21292;Vente;2020-06-12
21293;Vente;2020-06-25
21294;Vente;2020-06-23
21295;Vente;2020-06-27
21296;Vente;2020-06-24
21297;Vente;2020-06-29
21298;Vente;2020-06-17
21299;Vente;2020-06-12
21300;Vente;2020-06-30
21301;Vente;2020-06-12
21302;Vente;2020-06-25
21303;Vente;2020-06-29
21304;Vente;2020-06-29
21305;Vente;2020-06-30
21306;Vente;2020-06-25
21307;Vente;2020-06-26
21308;Vente;2020-06-29
21309;Vente;2020-06-18
21310;Vente;2020-06-25
21311;Vente;2020-06-24
21312;Vente;2020-06-23
21313;Vente;2020-06-30
21314;Vente;2020-06-26
21315;Vente;2020-01-02
21316;Vente;2020-01-13
21317;Vente;2020-01-16
21318;Vente;2020-01-16
21319;Vente;2020-01-11
21320;Vente;2020-01-06
21321;Vente;2020-01-10
21322;Vente;2020-01-18
21323;Vente;2020-01-10
21324;Vente;2020-01-17
21325;Vente;2020-01-13
21326;Vente;2020-01-17
21327;Vente;2020-01-11
21328;Vente;2020-01-29
21329;Vente;2020-02-04
21330;Vente;2020-01-31
21331;Vente;2020-02-10
21332;Vente;2020-02-07
21333;Vente;2020-02-07
21334;Vente;2020-01-29
21335;Vente;2020-02-04
21336;Vente;2020-01-29
21337;Vente;2020-01-31
21338;Vente;2020-02-11
21339;Vente;2020-02-10
21340;Vente;2020-02-07
21341;Vente;2020-02-12
21342;Vente;2020-02-14
21343;Vente;2020-02-14
21344;Vente;2020-02-11
21345;Vente;2020-02-07
21346;Vente;2020-02-21
21347;Vente;2020-02-07
21348;Vente;2020-02-14
21349;Vente;2020-02-25
21350;Vente;2020-02-25
21351;Vente;2020-03-04
21352;Vente;2020-02-27
21353;Vente;2020-02-17
21354;Vente;2020-02-26
21355;Vente;2020-02-20
21356;Vente;2020-03-03
21357;Vente;2020-03-13
21358;Vente;2020-03-13
21359;Vente;2020-03-13
21360;Vente;2020-03-13
21361;Vente;2020-03-13
21362;Vente;2020-04-03
21363;Vente;2020-04-15
21364;Vente;2020-04-02
21365;Vente;2020-03-27
21366;Vente;2020-03-27
21367;Vente;2020-03-10
21368;Vente;2020-04-30
21369;Vente;2020-04-03
21370;Vente;2020-03-17
21371;Vente;2020-04-17
21372;Vente;2020-04-17
21373;Vente;2020-04-17
21374;Vente;2020-04-17
21375;Vente;2020-04-23
21376;Vente;2020-04-28
21377;Vente;2020-03-17
21378;Vente;2020-04-21
21379;Vente;2020-04-30
21380;Vente;2020-03-27
21381;Vente;2020-05-07
21382;Vente;2020-05-13
21383;Vente;2020-05-15
21384;Vente;2020-05-19
21385;Vente;2020-05-19
21386;Vente;2020-05-27
21387;Vente;2020-05-15
21388;Vente;2020-05-20
21389;Vente;2020-05-29
21390;Vente;2020-06-05
21391;Vente;2020-06-05
21392;Vente;2020-06-18
21393;Vente;2020-06-11
21394;Vente;2020-06-24
21395;Vente;2020-06-26
21396;Vente;2020-01-02
21397;Vente;2020-01-02
21398;Vente;2020-01-22
21399;Vente;2020-01-28
21400;Vente;2020-01-17
21401;Vente;2020-01-23
21402;Vente;2020-01-24
21403;Vente;2020-01-27
21404;Vente;2020-02-14
21405;Vente;2020-02-12
21406;Vente;2020-02-06
21407;Vente;2020-02-25
21408;Vente;2020-01-21
21409;Vente;2020-03-12
21410;Vente;2020-03-13
21411;Vente;2020-03-27
21412;Vente;2020-04-02
21413;Vente;2020-04-28
21414;Vente;2020-03-09
21415;Vente;2020-05-15
21416;Vente;2020-05-06
21417;Vente;2020-05-29
21418;Vente;2020-05-20
21419;Vente;2020-05-26
21420;Vente;2020-02-06
21421;Vente;2020-02-04
21422;Vente;2020-03-03
21423;Vente;2020-03-06
21424;Vente;2020-01-27
21425;Vente;2020-01-23
21426;Vente;2020-05-18
21427;Vente;2020-01-02
21428;Vente;2020-01-21
21429;Vente;2020-01-02
21430;Vente;2020-01-06
21431;Vente;2020-01-08
21432;Vente;2020-01-06
21433;Vente;2020-01-22
21434;Vente;2020-01-22
21435;Vente;2020-01-08
21436;Vente;2020-01-24
21437;Vente;2020-01-16
21438;Vente;2020-01-23
21439;Vente;2020-01-24
21440;Vente;2020-02-11
21441;Vente;2020-02-12
21442;Vente;2020-02-07
21443;Vente;2020-02-11
21444;Vente;2020-02-05
21445;Vente;2020-02-07
21446;Vente;2020-02-10
21447;Vente;2020-01-21
21448;Vente;2020-01-31
21449;Vente;2020-01-31
21450;Vente;2020-01-31
21451;Vente;2020-01-30
21452;Vente;2020-02-26
21453;Vente;2020-02-11
21454;Vente;2020-02-18
21455;Vente;2020-02-12
21456;Vente;2020-02-03
21457;Vente;2020-02-15
21458;Vente;2020-02-11
21459;Vente;2020-02-20
21460;Vente;2020-02-26
21461;Vente;2020-02-24
21462;Vente;2020-03-03
21463;Vente;2020-02-19
21464;Vente;2020-02-19
21465;Vente;2020-02-17
21466;Vente;2020-02-25
21467;Vente;2020-03-02
21468;Vente;2020-02-21
21469;Vente;2020-02-24
21470;Vente;2020-03-16
21471;Vente;2020-03-18
21472;Vente;2020-03-16
21473;Vente;2020-03-06
21474;Vente;2020-03-20
21475;Vente;2020-03-23
21476;Vente;2020-03-24
21477;Vente;2020-03-25
21478;Vente;2020-04-06
21479;Vente;2020-04-07
21480;Vente;2020-03-27
21481;Vente;2020-03-27
21482;Vente;2020-04-10
21483;Vente;2020-03-30
21484;Vente;2020-04-03
21485;Vente;2020-04-24
21486;Vente;2020-05-04
21487;Vente;2020-04-30
21488;Vente;2020-04-30
21489;Vente;2020-04-17
21490;Vente;2020-05-06
21491;Vente;2020-04-24
21492;Vente;2020-05-14
21493;Vente;2020-04-30
21494;Vente;2020-05-12
21495;Vente;2020-05-14
21496;Vente;2020-05-13
21497;Vente;2020-04-03
21498;Vente;2020-05-20
21499;Vente;2020-05-22
21500;Vente;2020-05-07
21501;Vente;2020-05-25
21502;Vente;2020-05-13
21503;Vente;2020-05-28
21504;Vente;2020-05-15
21505;Vente;2020-06-03
21506;Vente;2020-06-04
21507;Vente;2020-05-26
21508;Vente;2020-06-05
21509;Vente;2020-05-29
21510;Vente;2020-05-25
21511;Vente;2020-05-27
21512;Vente;2020-06-10
21513;Vente;2020-05-30
21514;Vente;2020-05-28
21515;Vente;2020-06-15
21516;Vente;2020-05-29
21517;Vente;2020-06-17
21518;Vente;2020-05-25
21519;Vente;2020-05-19
21520;Vente;2020-06-03
21521;Vente;2020-06-03
21522;Vente;2020-06-19
21523;Vente;2020-06-15
21524;Vente;2020-06-09
21525;Vente;2020-06-25
21526;Vente;2020-06-30
21527;Vente;2020-06-22
21528;Vente;2020-01-16
21529;Vente;2020-01-20
21530;Vente;2020-01-17
21531;Vente;2020-01-07
21532;Vente;2020-01-28
21533;Vente;2020-01-20
21534;Vente;2020-01-06
21535;Vente;2020-01-22
21536;Vente;2020-01-28
21537;Vente;2020-01-30
21538;Vente;2020-01-24
21539;Vente;2020-01-29
21540;Vente;2020-02-07
21541;Vente;2020-01-30
21542;Vente;2020-01-21
21543;Vente;2020-02-05
21544;Vente;2020-02-11
21545;Vente;2020-01-28
21546;Vente;2020-02-06
21547;Vente;2020-02-06
21548;Vente;2020-02-03
21549;Vente;2020-02-05
21550;Vente;2020-02-17
21551;Vente;2020-02-27
21552;Vente;2020-03-02
21553;Vente;2020-02-21
21554;Vente;2020-02-28
21555;Vente;2020-02-14
21556;Vente;2020-02-14
21557;Vente;2020-02-13
21558;Vente;2020-02-28
21559;Vente;2020-02-27
21560;Vente;2020-02-14
21561;Vente;2020-02-26
21562;Vente;2020-03-05
21563;Vente;2020-03-05
21564;Vente;2020-03-04
21565;Vente;2020-03-10
21566;Vente;2020-03-06
21567;Vente;2020-03-12
21568;Vente;2020-03-10
21569;Vente;2020-03-10
21570;Vente;2020-03-10
21571;Vente;2020-03-06
21572;Vente;2020-04-01
21573;Vente;2020-04-24
21574;Vente;2020-04-29
21575;Vente;2020-04-15
21576;Vente;2020-05-13
21577;Vente;2020-05-12
21578;Vente;2020-04-30
21579;Vente;2020-05-13
21580;Vente;2020-05-12
21581;Vente;2020-05-15
21582;Vente;2020-04-30
21583;Vente;2020-04-02
21584;Vente;2020-05-15
21585;Vente;2020-05-26
21586;Vente;2020-05-19
21587;Vente;2020-05-19
21588;Vente;2020-05-19
21589;Vente;2020-05-15
21590;Vente;2020-05-22
21591;Vente;2020-05-22
21592;Vente;2020-05-29
21593;Vente;2020-05-29
21594;Vente;2020-06-04
21595;Vente;2020-05-22
21596;Vente;2020-05-15
21597;Vente;2020-05-23
21598;Vente;2020-06-02
21599;Vente;2020-05-29
21600;Vente;2020-06-12
21601;Vente;2020-06-13
21602;Vente;2020-06-15
21603;Vente;2020-06-19
21604;Vente;2020-06-13
21605;Vente;2020-06-26
21606;Vente;2020-06-18
21607;Vente;2020-06-19
21608;Vente;2020-06-19
21609;Vente;2020-06-12
21610;Vente;2020-06-04
21611;Vente;2020-06-03
21612;Vente;2020-06-22
21613;Vente;2020-06-26
21614;Vente;2020-06-18
21615;Vente;2020-06-22
21616;Vente;2020-06-25
21617;Vente;2020-06-20
21618;Vente;2020-06-30
21619;Vente;2020-06-26
21620;Vente;2020-06-26
21621;Vente;2020-06-29
21622;Vente;2020-06-23
21623;Vente;2020-01-06
21624;Vente;2020-01-14
21625;Vente;2020-01-03
21626;Vente;2020-01-22
21627;Vente;2020-01-23
21628;Vente;2020-01-17
21629;Vente;2020-01-28
21630;Vente;2020-01-30
21631;Vente;2020-01-31
21632;Vente;2020-02-20
21633;Vente;2020-02-14
21634;Vente;2020-02-28
21635;Vente;2020-02-14
21636;Vente;2020-03-31
21637;Vente;2020-02-24
21638;Vente;2020-03-10
21639;Vente;2020-04-03
21640;Vente;2020-05-04
21641;Vente;2020-04-30
21642;Vente;2020-04-30
21643;Vente;2020-05-05
21644;Vente;2020-05-15
21645;Vente;2020-05-05
21646;Vente;2020-02-28
21647;Vente;2020-05-26
21648;Vente;2020-05-28
21649;Vente;2020-05-29
21650;Vente;2020-06-03
21651;Vente;2020-06-05
21652;Vente;2020-06-05
21653;Vente;2020-06-11
21654;Vente;2020-06-08
21655;Vente;2020-06-12
21656;Vente;2020-06-19
21657;Vente;2020-06-20
21658;Vente;2020-06-30
21659;Vente;2020-06-26
21660;Vente;2020-01-16
21661;Vente;2020-01-20
21662;Vente;2020-02-03
21663;Vente;2020-01-30
21664;Vente;2020-01-31
21665;Vente;2020-02-13
21666;Vente;2020-02-17
21667;Vente;2020-02-26
21668;Vente;2020-02-14
21669;Vente;2020-03-04
21670;Vente;2020-02-25
21671;Vente;2020-02-24
21672;Vente;2020-02-25
21673;Vente;2020-03-02
21674;Vente;2020-03-02
21675;Vente;2020-03-03
21676;Vente;2020-02-25
21677;Vente;2020-03-06
21678;Vente;2020-03-23
21679;Vente;2020-03-12
21680;Vente;2020-05-07
21681;Vente;2020-05-19
21682;Vente;2020-05-25
21683;Vente;2020-05-18
21684;Vente;2020-05-28
21685;Vente;2020-06-02
21686;Vente;2020-05-22
21687;Vente;2020-05-26
21688;Vente;2020-06-06
21689;Vente;2020-06-12
21690;Vente;2020-05-19
21691;Vente;2020-06-09
21692;Vente;2020-05-29
21693;Vente;2020-05-22
21694;Vente;2020-06-02
21695;Vente;2020-06-26
21696;Vente;2020-06-26
21697;Vente;2020-06-02
21698;Vente;2020-06-26
21699;Vente;2020-06-06
21700;Vente;2020-01-14
21701;Vente;2020-01-27
21702;Vente;2020-01-21
21703;Vente;2020-01-15
21704;Vente;2020-01-23
21705;Vente;2020-02-06
21706;Vente;2020-01-31
21707;Vente;2020-02-27
21708;Vente;2020-02-27
21709;Vente;2020-02-10
21710;Vente;2020-03-06
21711;Vente;2020-04-02
21712;Vente;2020-04-08
21713;Vente;2020-04-28
21714;Vente;2020-04-30
21715;Vente;2020-05-14
21716;Vente;2020-05-12
21717;Vente;2020-04-30
21718;Vente;2020-05-27
21719;Vente;2020-05-29
21720;Vente;2020-05-20
21721;Vente;2020-05-29
21722;Vente;2020-06-10
21723;Vente;2020-05-18
21724;Vente;2020-06-02
21725;Vente;2020-06-15
21726;Vente;2020-06-22
21727;Vente;2020-06-22
21728;Vente;2020-06-19
21729;Vente;2020-06-09
21730;Vente;2020-06-18
21731;Vente;2020-05-29
21732;Vente;2020-05-20
21733;Vente;2020-01-13
21734;Vente;2020-02-21
21735;Vente;2020-01-10
21736;Vente;2020-01-24
