id_mutation;nature_mutation;date_mutation
8453;Vente;2020-01-07
8454;Vente;2020-01-15
8455;Vente;2020-01-24
8456;Vente;2020-01-08
8457;Vente;2020-01-08
8458;Vente;2020-01-17
8459;Vente;2020-01-14
8460;Vente;2020-01-28
8461;Vente;2020-01-10
8462;Vente;2020-01-30
8463;Vente;2020-01-24
8464;Vente;2020-01-31
8465;Vente;2020-01-10
8466;Vente;2020-01-28
8467;Vente;2020-01-31
8468;Vente;2020-01-21
8469;Vente;2020-02-05
8470;Vente;2020-01-23
8471;Vente;2020-02-04
8472;Vente;2020-01-31
8473;Vente;2020-01-31
8474;Vente;2020-01-27
8475;Vente;2020-01-30
8476;Vente;2020-02-07
8477;Vente;2020-01-27
8478;Vente;2020-02-07
8479;Vente;2020-01-29
8480;Vente;2020-02-12
8481;Vente;2020-02-14
8482;Vente;2020-01-31
8483;Vente;2020-02-17
8484;Vente;2020-02-04
8485;Vente;2020-02-10
8486;Vente;2020-01-24
8487;Vente;2020-01-24
8488;Vente;2020-02-07
8489;Vente;2020-02-22
8490;Vente;2020-01-28
8491;Vente;2020-02-10
8492;Vente;2020-01-24
8493;Vente;2020-02-18
8494;Vente;2020-02-17
8495;Vente;2020-02-10
8496;Vente;2020-02-17
8497;Vente;2020-01-31
8498;Vente;2020-02-10
8499;Vente;2020-02-10
8500;Vente;2020-02-25
8501;Vente;2020-02-24
8502;Vente;2020-02-21
8503;Vente;2020-02-26
8504;Vente;2020-02-21
8505;Vente;2020-02-27
8506;Vente;2020-02-20
8507;Vente;2020-02-26
8508;Vente;2020-02-13
8509;Vente;2020-02-14
8510;Vente;2020-02-20
8511;Vente;2020-02-27
8512;Vente;2020-02-18
8513;Vente;2020-03-04
8514;Vente;2020-03-05
8515;Vente;2020-02-25
8516;Vente;2020-02-21
8517;Vente;2020-02-18
8518;Vente;2020-02-11
8519;Vente;2020-02-14
8520;Vente;2020-02-17
8521;Vente;2020-02-12
8522;Vente;2020-02-27
8523;Vente;2020-02-28
8524;Vente;2020-02-14
8525;Vente;2020-03-03
8526;Vente;2020-02-28
8527;Vente;2020-03-02
8528;Vente;2020-03-04
8529;Vente;2020-03-10
8530;Vente;2020-02-17
8531;Vente;2020-02-21
8532;Vente;2020-02-27
8533;Vente;2020-02-27
8534;Vente;2020-02-27
8535;Vente;2020-02-24
8536;Vente;2020-02-14
8537;Vente;2020-03-02
8538;Vente;2020-02-27
8539;Vente;2020-03-13
8540;Vente;2020-02-25
8541;Vente;2020-03-04
8542;Vente;2020-02-24
8543;Vente;2020-02-28
8544;Vente;2020-02-27
8545;Vente;2020-03-02
8546;Vente;2020-02-27
8547;Vente;2020-02-27
8548;Vente;2020-03-17
8549;Vente;2020-03-12
8550;Vente;2020-03-10
8551;Vente;2020-03-09
8552;Vente;2020-03-13
8553;Vente;2020-02-27
8554;Vente;2020-03-09
8555;Vente;2020-03-12
8556;Vente;2020-03-11
8557;Vente;2020-03-09
8558;Vente;2020-03-09
8559;Vente;2020-03-13
8560;Vente;2020-03-02
8561;Vente;2020-03-16
8562;Vente;2020-03-13
8563;Vente;2020-03-16
8564;Vente;2020-03-16
8565;Vente;2020-03-19
8566;Vente;2020-03-17
8567;Vente;2020-03-25
8568;Vente;2020-03-13
8569;Vente;2020-03-04
8570;Vente;2020-03-19
8571;Vente;2020-03-19
8572;Vente;2020-04-07
8573;Vente;2020-04-21
8574;Vente;2020-04-10
8575;Vente;2020-04-21
8576;Vente;2020-04-10
8577;Vente;2020-04-24
8578;Vente;2020-04-03
8579;Vente;2020-04-20
8580;Vente;2020-03-23
8581;Vente;2020-04-24
8582;Vente;2020-04-14
8583;Vente;2020-04-30
8584;Vente;2020-04-24
8585;Vente;2020-04-17
8586;Vente;2020-04-30
8587;Vente;2020-05-07
8588;Vente;2020-05-11
8589;Vente;2020-05-12
8590;Vente;2020-05-12
8591;Vente;2020-04-20
8592;Vente;2020-05-06
8593;Vente;2020-05-13
8594;Vente;2020-05-18
8595;Vente;2020-04-30
8596;Vente;2020-05-05
8597;Vente;2020-05-15
8598;Vente;2020-05-14
8599;Vente;2020-04-24
8600;Vente;2020-05-11
8601;Vente;2020-05-12
8602;Vente;2020-04-29
8603;Vente;2020-05-11
8604;Vente;2020-05-26
8605;Vente;2020-05-18
8606;Vente;2020-05-19
8607;Vente;2020-05-26
8608;Vente;2020-05-13
8609;Vente;2020-05-18
8610;Vente;2020-05-19
8611;Vente;2020-05-13
8612;Vente;2020-05-11
8613;Vente;2020-05-14
8614;Vente;2020-05-13
8615;Vente;2020-05-06
8616;Vente;2020-05-25
8617;Vente;2020-04-22
8618;Vente;2020-05-26
8619;Vente;2020-05-15
8620;Vente;2020-05-20
8621;Vente;2020-05-18
8622;Vente;2020-05-18
8623;Vente;2020-05-19
8624;Vente;2020-05-20
8625;Vente;2020-05-25
8626;Vente;2020-05-28
8627;Vente;2020-05-28
8628;Vente;2020-05-18
8629;Vente;2020-05-15
8630;Vente;2020-05-20
8631;Vente;2020-05-29
8632;Vente;2020-05-26
8633;Vente;2020-05-28
8634;Vente;2020-05-15
8635;Vente;2020-05-29
8636;Vente;2020-05-29
8637;Vente;2020-06-02
8638;Vente;2020-05-28
8639;Vente;2020-05-15
8640;Vente;2020-05-15
8641;Vente;2020-05-26
8642;Vente;2020-05-28
8643;Vente;2020-05-27
8644;Vente;2020-06-02
8645;Vente;2020-06-04
8646;Vente;2020-06-01
8647;Vente;2020-06-10
8648;Vente;2020-06-09
8649;Vente;2020-05-29
8650;Vente;2020-06-11
8651;Vente;2020-06-05
8652;Vente;2020-06-17
8653;Vente;2020-06-05
8654;Vente;2020-06-17
8655;Vente;2020-06-11
8656;Vente;2020-06-10
8657;Vente;2020-05-28
8658;Vente;2020-06-23
8659;Vente;2020-06-08
8660;Vente;2020-06-04
8661;Vente;2020-06-15
8662;Vente;2020-06-23
8663;Vente;2020-06-01
8664;Vente;2020-06-25
8665;Vente;2020-06-16
8666;Vente;2020-06-26
8667;Vente;2020-06-03
8668;Vente;2020-05-25
8669;Vente;2020-06-30
8670;Vente;2020-06-29
8671;Vente;2020-06-23
8672;Vente;2020-06-08
8673;Vente;2020-06-29
8674;Vente;2020-06-23
8675;Vente;2020-06-17
8676;Vente;2020-06-23
8677;Vente;2020-06-30
8678;Vente;2020-06-22
8679;Vente;2020-06-30
8680;Vente;2020-06-26
8681;Vente;2020-06-15
8682;Vente;2020-06-15
8683;Vente;2020-06-12
8684;Vente;2020-06-12
8685;Vente;2020-06-16
8686;Vente;2020-06-26
8687;Vente;2020-06-25
8688;Vente;2020-06-03
8689;Vente;2020-06-29
8690;Vente;2020-06-30
8691;Vente;2020-01-20
8692;Vente;2020-01-10
8693;Vente;2020-01-22
8694;Vente;2020-01-14
8695;Vente;2020-01-27
8696;Vente;2020-01-27
8697;Vente;2020-01-27
8698;Vente;2020-01-31
8699;Vente;2020-01-30
8700;Vente;2020-01-30
8701;Vente;2020-01-27
8702;Vente;2020-01-09
8703;Vente;2020-01-23
8704;Vente;2020-02-03
8705;Vente;2020-01-31
8706;Vente;2020-01-31
8707;Vente;2020-01-29
8708;Vente;2020-01-14
8709;Vente;2020-01-23
8710;Vente;2020-01-17
8711;Vente;2020-02-05
8712;Vente;2020-02-07
8713;Vente;2020-02-06
8714;Vente;2020-02-07
8715;Vente;2020-02-05
8716;Vente;2020-02-13
8717;Vente;2020-02-24
8718;Vente;2020-02-28
8719;Vente;2020-02-28
8720;Vente;2020-02-12
8721;Vente;2020-02-21
8722;Vente;2020-02-11
8723;Vente;2020-02-18
8724;Vente;2020-02-14
8725;Vente;2020-03-11
8726;Vente;2020-03-17
8727;Vente;2020-03-16
8728;Vente;2020-02-28
8729;Vente;2020-03-06
8730;Vente;2020-03-13
8731;Vente;2020-03-23
8732;Vente;2020-03-16
8733;Vente;2020-03-13
8734;Vente;2020-03-11
8735;Vente;2020-02-28
8736;Vente;2020-03-06
8737;Vente;2020-03-19
8738;Vente;2020-03-24
8739;Vente;2020-04-06
8740;Vente;2020-03-27
8741;Vente;2020-03-31
8742;Vente;2020-04-08
8743;Vente;2020-03-13
8744;Vente;2020-03-16
8745;Vente;2020-03-16
8746;Vente;2020-03-27
8747;Vente;2020-04-02
8748;Vente;2020-03-18
8749;Vente;2020-04-14
8750;Vente;2020-03-23
8751;Vente;2020-04-03
8752;Vente;2020-03-27
8753;Vente;2020-04-17
8754;Vente;2020-04-03
8755;Vente;2020-04-16
8756;Vente;2020-04-15
8757;Vente;2020-03-14
8758;Vente;2020-04-17
8759;Vente;2020-04-22
8760;Vente;2020-04-21
8761;Vente;2020-04-22
8762;Vente;2020-04-17
8763;Vente;2020-04-24
8764;Vente;2020-04-24
8765;Vente;2020-03-31
8766;Vente;2020-04-03
8767;Vente;2020-04-29
8768;Vente;2020-04-28
8769;Vente;2020-04-29
8770;Vente;2020-04-24
8771;Vente;2020-04-28
8772;Vente;2020-05-05
8773;Vente;2020-04-17
8774;Vente;2020-04-23
8775;Vente;2020-04-17
8776;Vente;2020-04-28
8777;Vente;2020-04-27
8778;Vente;2020-05-11
8779;Vente;2020-05-04
8780;Vente;2020-04-30
8781;Vente;2020-04-21
8782;Vente;2020-04-29
8783;Vente;2020-04-22
8784;Vente;2020-03-23
8785;Vente;2020-05-07
8786;Vente;2020-05-11
8787;Vente;2020-05-11
8788;Vente;2020-05-13
8789;Vente;2020-04-27
8790;Vente;2020-05-18
8791;Vente;2020-05-04
8792;Vente;2020-05-07
8793;Vente;2020-05-14
8794;Vente;2020-05-06
8795;Vente;2020-05-06
8796;Vente;2020-04-29
8797;Vente;2020-05-18
8798;Vente;2020-05-13
8799;Vente;2020-05-19
8800;Vente;2020-04-28
8801;Vente;2020-05-18
8802;Vente;2020-04-24
8803;Vente;2020-05-18
8804;Vente;2020-05-26
8805;Vente;2020-05-20
8806;Vente;2020-05-14
8807;Vente;2020-05-07
8808;Vente;2020-05-11
8809;Vente;2020-05-25
8810;Vente;2020-05-27
8811;Vente;2020-05-20
8812;Vente;2020-05-05
8813;Vente;2020-05-12
8814;Vente;2020-05-19
8815;Vente;2020-05-15
8816;Vente;2020-05-25
8817;Vente;2020-05-19
8818;Vente;2020-05-18
8819;Vente;2020-05-14
8820;Vente;2020-05-27
8821;Vente;2020-05-13
8822;Vente;2020-05-13
8823;Vente;2020-05-25
8824;Vente;2020-05-25
8825;Vente;2020-05-18
8826;Vente;2020-05-28
8827;Vente;2020-05-29
8828;Vente;2020-04-22
8829;Vente;2020-05-26
8830;Vente;2020-05-26
8831;Vente;2020-05-20
8832;Vente;2020-05-26
8833;Vente;2020-05-18
8834;Vente;2020-05-27
8835;Vente;2020-05-28
8836;Vente;2020-05-20
8837;Vente;2020-06-02
8838;Vente;2020-06-09
8839;Vente;2020-06-05
8840;Vente;2020-05-22
8841;Vente;2020-05-20
8842;Vente;2020-05-15
8843;Vente;2020-06-02
8844;Vente;2020-05-29
8845;Vente;2020-05-20
8846;Vente;2020-06-04
8847;Vente;2020-05-22
8848;Vente;2020-05-28
8849;Vente;2020-05-22
8850;Vente;2020-05-25
8851;Vente;2020-02-28
8852;Vente;2020-06-13
8853;Vente;2020-05-15
8854;Vente;2020-05-25
8855;Vente;2020-06-05
8856;Vente;2020-06-09
8857;Vente;2020-06-12
8858;Vente;2020-06-02
8859;Vente;2020-05-29
8860;Vente;2020-06-01
8861;Vente;2020-06-12
8862;Vente;2020-05-29
8863;Vente;2020-06-10
8864;Vente;2020-06-12
8865;Vente;2020-06-02
8866;Vente;2020-05-25
8867;Vente;2020-06-16
8868;Vente;2020-06-22
8869;Vente;2020-06-08
8870;Vente;2020-06-15
8871;Vente;2020-06-09
8872;Vente;2020-06-11
8873;Vente;2020-06-26
8874;Vente;2020-06-10
8875;Vente;2020-06-08
8876;Vente;2020-06-08
8877;Vente;2020-06-12
8878;Vente;2020-05-20
8879;Vente;2020-06-10
8880;Vente;2020-06-05
8881;Vente;2020-06-26
8882;Vente;2020-06-29
8883;Vente;2020-06-04
8884;Vente;2020-06-26
8885;Vente;2020-06-26
8886;Vente;2020-06-18
8887;Vente;2020-06-24
8888;Vente;2020-06-30
8889;Vente;2020-06-24
8890;Vente;2020-06-29
8891;Vente;2020-01-07
8892;Vente;2020-01-06
8893;Vente;2020-01-09
8894;Vente;2020-01-14
8895;Vente;2020-01-10
8896;Vente;2020-01-09
8897;Vente;2020-01-15
8898;Vente;2020-01-03
8899;Vente;2020-01-17
8900;Vente;2020-01-09
8901;Vente;2020-01-17
8902;Vente;2020-01-22
8903;Vente;2020-01-20
8904;Vente;2020-01-31
8905;Vente;2020-01-23
8906;Vente;2020-01-29
8907;Vente;2020-01-10
8908;Vente;2020-01-23
8909;Vente;2020-01-27
8910;Vente;2020-01-28
8911;Vente;2020-01-21
8912;Vente;2020-01-03
8913;Vente;2020-01-29
8914;Vente;2020-02-06
8915;Vente;2020-01-31
8916;Vente;2020-02-03
8917;Vente;2020-01-29
8918;Vente;2020-01-20
8919;Vente;2020-01-20
8920;Vente;2020-01-24
8921;Vente;2020-01-16
8922;Vente;2020-01-14
8923;Vente;2020-02-06
8924;Vente;2020-02-13
8925;Vente;2020-01-31
8926;Vente;2020-01-30
8927;Vente;2020-01-30
8928;Vente;2020-02-13
8929;Vente;2020-02-18
8930;Vente;2020-01-31
8931;Vente;2020-02-05
8932;Vente;2020-02-07
8933;Vente;2020-02-10
8934;Vente;2020-01-30
8935;Vente;2020-02-07
8936;Vente;2020-02-06
8937;Vente;2020-01-31
8938;Vente;2020-02-07
8939;Vente;2020-02-27
8940;Vente;2020-02-10
8941;Vente;2020-02-18
8942;Vente;2020-02-17
8943;Vente;2020-02-26
8944;Vente;2020-02-14
8945;Vente;2020-02-18
8946;Vente;2020-03-20
8947;Vente;2020-03-19
8948;Vente;2020-03-31
8949;Vente;2020-03-12
8950;Vente;2020-03-13
8951;Vente;2020-03-23
8952;Vente;2020-04-08
8953;Vente;2020-04-07
8954;Vente;2020-04-10
8955;Vente;2020-04-24
8956;Vente;2020-04-20
8957;Vente;2020-04-28
8958;Vente;2020-04-21
8959;Vente;2020-05-13
8960;Vente;2020-05-04
8961;Vente;2020-04-27
8962;Vente;2020-05-13
8963;Vente;2020-05-27
8964;Vente;2020-05-15
8965;Vente;2020-05-18
8966;Vente;2020-05-20
8967;Vente;2020-05-25
8968;Vente;2020-05-20
8969;Vente;2020-05-19
8970;Vente;2020-05-22
8971;Vente;2020-05-22
8972;Vente;2020-06-05
8973;Vente;2020-05-22
8974;Vente;2020-05-20
8975;Vente;2020-05-19
8976;Vente;2020-05-26
8977;Vente;2020-05-27
8978;Vente;2020-05-25
8979;Vente;2020-06-02
8980;Vente;2020-05-27
8981;Vente;2020-06-12
8982;Vente;2020-05-29
8983;Vente;2020-06-04
8984;Vente;2020-06-19
8985;Vente;2020-06-12
8986;Vente;2020-05-29
8987;Vente;2020-06-09
8988;Vente;2020-06-15
8989;Vente;2020-06-01
8990;Vente;2020-05-20
8991;Vente;2020-06-23
8992;Vente;2020-06-24
8993;Vente;2020-05-15
8994;Vente;2020-06-19
8995;Vente;2020-06-05
8996;Vente;2020-06-25
8997;Vente;2020-06-02
8998;Vente;2020-06-25
8999;Vente;2020-06-29
9000;Vente;2020-06-29
9001;Vente;2020-06-29
9002;Vente;2020-06-19
9003;Vente;2020-06-17
9004;Vente;2020-06-23
9005;Vente;2020-06-23
9006;Vente;2020-06-23
9007;Vente;2020-06-23
9008;Vente;2020-06-29
9009;Vente;2020-06-30
9010;Vente;2020-06-29
9011;Vente;2020-06-12
9012;Vente;2020-06-19
9013;Vente;2020-06-30
9014;Vente;2020-06-30
9015;Vente;2020-06-17
9016;Vente;2020-05-20
9017;Vente;2020-06-24
9018;Vente;2020-05-19
9019;Vente;2020-06-04
9020;Vente;2020-03-09
9021;Vente;2020-05-20
9022;Vente;2020-06-04
9023;Vente;2020-06-02
9024;Vente;2020-06-04
9025;Vente;2020-06-25
9026;Vente;2020-01-14
9027;Vente;2020-01-17
9028;Vente;2020-01-09
9029;Vente;2020-01-30
9030;Vente;2020-01-28
9031;Vente;2020-01-29
9032;Vente;2020-02-06
9033;Vente;2020-01-31
9034;Vente;2020-01-30
9035;Vente;2020-02-10
9036;Vente;2020-02-17
9037;Vente;2020-03-09
9038;Vente;2020-03-17
9039;Vente;2020-04-23
9040;Vente;2020-04-11
9041;Vente;2020-05-12
9042;Vente;2020-05-11
9043;Vente;2020-04-24
9044;Vente;2020-04-21
9045;Vente;2020-05-19
9046;Vente;2020-04-27
9047;Vente;2020-05-14
9048;Vente;2020-05-13
9049;Vente;2020-05-29
9050;Vente;2020-05-29
9051;Vente;2020-05-19
9052;Vente;2020-05-25
9053;Vente;2020-06-02
9054;Vente;2020-06-02
9055;Vente;2020-06-02
9056;Vente;2020-01-07
9057;Vente;2020-01-11
9058;Vente;2020-01-10
9059;Vente;2020-01-10
9060;Vente;2020-01-27
9061;Vente;2020-01-06
9062;Vente;2020-01-29
9063;Vente;2020-01-31
9064;Vente;2020-02-07
9065;Vente;2020-01-16
9066;Vente;2020-02-13
9067;Vente;2020-02-06
9068;Vente;2020-02-10
9069;Vente;2020-02-17
9070;Vente;2020-02-04
9071;Vente;2020-02-13
9072;Vente;2020-02-26
9073;Vente;2020-02-26
9074;Vente;2020-02-18
9075;Vente;2020-02-21
9076;Vente;2020-02-28
9077;Vente;2020-02-21
9078;Vente;2020-02-17
9079;Vente;2020-02-28
9080;Vente;2020-03-04
9081;Vente;2020-02-28
9082;Vente;2020-02-27
9083;Vente;2020-03-13
9084;Vente;2020-03-16
9085;Vente;2020-03-09
9086;Vente;2020-03-12
9087;Vente;2020-03-14
9088;Vente;2020-02-20
9089;Vente;2020-03-24
9090;Vente;2020-03-24
9091;Vente;2020-03-07
9092;Vente;2020-03-26
9093;Vente;2020-04-03
9094;Vente;2020-04-16
9095;Vente;2020-04-08
9096;Vente;2020-03-23
9097;Vente;2020-04-17
9098;Vente;2020-04-03
9099;Vente;2020-05-15
9100;Vente;2020-05-13
9101;Vente;2020-05-26
9102;Vente;2020-04-30
9103;Vente;2020-05-25
9104;Vente;2020-05-29
9105;Vente;2020-05-23
9106;Vente;2020-05-30
9107;Vente;2020-05-27
9108;Vente;2020-06-04
9109;Vente;2020-05-29
9110;Vente;2020-06-09
9111;Vente;2020-06-05
9112;Vente;2020-06-18
9113;Vente;2020-06-10
9114;Vente;2020-06-20
9115;Vente;2020-06-09
9116;Vente;2020-05-20
9117;Vente;2020-06-24
9118;Vente;2020-01-02
9119;Vente;2020-01-03
9120;Vente;2020-01-10
9121;Vente;2020-01-06
9122;Vente;2020-01-06
9123;Vente;2020-01-15
9124;Vente;2020-01-15
9125;Vente;2020-01-09
9126;Vente;2020-01-08
9127;Vente;2020-01-07
9128;Vente;2020-01-06
9129;Vente;2020-01-06
9130;Vente;2020-01-06
9131;Vente;2020-01-11
9132;Vente;2020-01-03
9133;Vente;2020-01-17
9134;Vente;2020-01-17
9135;Vente;2020-01-21
9136;Vente;2020-01-17
9137;Vente;2020-01-08
9138;Vente;2020-01-17
9139;Vente;2020-01-15
9140;Vente;2020-01-03
9141;Vente;2020-01-28
9142;Vente;2020-01-10
9143;Vente;2020-01-10
9144;Vente;2020-01-14
9145;Vente;2020-01-24
9146;Vente;2020-01-02
9147;Vente;2020-01-07
9148;Vente;2020-01-23
9149;Vente;2020-01-17
9150;Vente;2020-01-15
9151;Vente;2020-01-22
9152;Vente;2020-01-16
9153;Vente;2020-01-20
9154;Vente;2020-01-24
9155;Vente;2020-01-06
9156;Vente;2020-01-16
9157;Vente;2020-01-15
9158;Vente;2020-01-17
9159;Vente;2020-01-21
9160;Vente;2020-01-16
9161;Vente;2020-01-20
9162;Vente;2020-01-30
9163;Vente;2020-01-08
9164;Vente;2020-01-30
9165;Vente;2020-01-07
9166;Vente;2020-01-17
9167;Vente;2020-01-13
9168;Vente;2020-01-28
9169;Vente;2020-01-21
9170;Vente;2020-01-09
9171;Vente;2020-01-30
9172;Vente;2020-01-28
9173;Vente;2020-01-29
9174;Vente;2020-01-20
9175;Vente;2020-02-03
9176;Vente;2020-01-28
9177;Vente;2020-01-31
9178;Vente;2020-01-28
9179;Vente;2020-01-31
9180;Vente;2020-01-21
9181;Vente;2020-02-04
9182;Vente;2020-01-30
9183;Vente;2020-01-29
9184;Vente;2020-01-17
9185;Vente;2020-01-24
9186;Vente;2020-01-21
9187;Vente;2020-02-10
9188;Vente;2020-01-13
9189;Vente;2020-01-23
9190;Vente;2020-01-24
9191;Vente;2020-01-20
9192;Vente;2020-02-05
9193;Vente;2020-01-30
9194;Vente;2020-01-23
9195;Vente;2020-01-31
9196;Vente;2020-01-17
9197;Vente;2020-02-06
9198;Vente;2020-01-31
9199;Vente;2020-01-14
9200;Vente;2020-01-29
9201;Vente;2020-02-10
9202;Vente;2020-02-07
9203;Vente;2020-02-10
9204;Vente;2020-02-12
9205;Vente;2020-02-03
9206;Vente;2020-02-10
9207;Vente;2020-02-05
9208;Vente;2020-02-06
9209;Vente;2020-01-30
9210;Vente;2020-01-20
9211;Vente;2020-01-27
9212;Vente;2020-02-10
9213;Vente;2020-02-06
9214;Vente;2020-01-27
9215;Vente;2020-01-22
9216;Vente;2020-02-07
9217;Vente;2020-02-11
9218;Vente;2020-02-05
9219;Vente;2020-02-05
9220;Vente;2020-02-11
9221;Vente;2020-02-10
9222;Vente;2020-01-30
9223;Vente;2020-01-27
9224;Vente;2020-02-03
9225;Vente;2020-01-29
9226;Vente;2020-01-27
9227;Vente;2020-01-29
9228;Vente;2020-01-23
9229;Vente;2020-01-30
9230;Vente;2020-01-30
9231;Vente;2020-01-19
9232;Vente;2020-02-14
9233;Vente;2020-02-14
9234;Vente;2020-02-07
9235;Vente;2020-01-31
9236;Vente;2020-02-14
9237;Vente;2020-02-05
9238;Vente;2020-02-14
9239;Vente;2020-01-28
9240;Vente;2020-02-14
9241;Vente;2020-01-20
9242;Vente;2020-02-10
9243;Vente;2020-02-14
9244;Vente;2020-01-31
9245;Vente;2020-01-31
9246;Vente;2020-01-31
9247;Vente;2020-01-30
9248;Vente;2020-02-11
9249;Vente;2020-02-13
9250;Vente;2020-02-15
9251;Vente;2020-01-31
9252;Vente;2020-01-30
9253;Vente;2020-02-14
9254;Vente;2020-02-11
9255;Vente;2020-02-14
9256;Vente;2020-02-19
9257;Vente;2020-02-19
9258;Vente;2020-01-30
9259;Vente;2020-02-21
9260;Vente;2020-01-30
9261;Vente;2020-02-12
9262;Vente;2020-02-21
9263;Vente;2020-02-24
9264;Vente;2020-02-21
9265;Vente;2020-02-19
9266;Vente;2020-02-21
9267;Vente;2020-02-20
9268;Vente;2020-02-07
9269;Vente;2020-02-21
9270;Vente;2020-02-24
9271;Vente;2020-02-24
9272;Vente;2020-02-07
9273;Vente;2020-02-03
9274;Vente;2020-02-21
9275;Vente;2020-02-24
9276;Vente;2020-01-27
9277;Vente;2020-02-07
9278;Vente;2020-01-17
9279;Vente;2020-02-21
9280;Vente;2020-02-04
9281;Vente;2020-01-29
9282;Vente;2020-02-03
9283;Vente;2020-02-14
9284;Vente;2020-01-31
9285;Vente;2020-02-21
9286;Vente;2020-02-25
9287;Vente;2020-02-04
9288;Vente;2020-02-27
9289;Vente;2020-02-04
9290;Vente;2020-02-14
9291;Vente;2020-02-11
9292;Vente;2020-02-03
9293;Vente;2020-02-18
9294;Vente;2020-02-05
9295;Vente;2020-02-19
9296;Vente;2020-02-20
9297;Vente;2020-02-18
9298;Vente;2020-02-28
9299;Vente;2020-02-21
9300;Vente;2020-02-07
9301;Vente;2020-02-07
9302;Vente;2020-02-18
9303;Vente;2020-02-28
9304;Vente;2020-02-20
9305;Vente;2020-02-20
9306;Vente;2020-02-22
9307;Vente;2020-02-07
9308;Vente;2020-02-07
9309;Vente;2020-02-18
9310;Vente;2020-03-02
9311;Vente;2020-02-28
9312;Vente;2020-02-10
9313;Vente;2020-02-14
9314;Vente;2020-02-12
9315;Vente;2020-02-14
9316;Vente;2020-02-14
9317;Vente;2020-02-21
9318;Vente;2020-02-20
9319;Vente;2020-02-18
9320;Vente;2020-02-28
9321;Vente;2020-01-31
9322;Vente;2020-02-24
9323;Vente;2020-02-17
9324;Vente;2020-03-02
9325;Vente;2020-03-02
9326;Vente;2020-02-12
9327;Vente;2020-02-19
9328;Vente;2020-02-21
9329;Vente;2020-02-20
9330;Vente;2020-02-12
9331;Vente;2020-01-20
9332;Vente;2020-02-17
9333;Vente;2020-03-09
9334;Vente;2020-02-21
9335;Vente;2020-03-10
9336;Vente;2020-04-17
9337;Vente;2020-05-12
9338;Vente;2020-05-14
9339;Vente;2020-05-07
9340;Vente;2020-05-09
9341;Vente;2020-04-30
9342;Vente;2020-04-27
9343;Vente;2020-05-11
9344;Vente;2020-04-27
9345;Vente;2020-05-15
9346;Vente;2020-04-24
9347;Vente;2020-05-15
9348;Vente;2020-05-11
9349;Vente;2020-04-30
9350;Vente;2020-05-19
9351;Vente;2020-04-27
9352;Vente;2020-05-13
9353;Vente;2020-05-18
9354;Vente;2020-05-19
9355;Vente;2020-05-04
9356;Vente;2020-05-19
9357;Vente;2020-05-04
9358;Vente;2020-05-04
9359;Vente;2020-05-19
9360;Vente;2020-05-12
9361;Vente;2020-05-19
9362;Vente;2020-04-29
9363;Vente;2020-05-22
9364;Vente;2020-05-18
9365;Vente;2020-04-28
9366;Vente;2020-05-12
9367;Vente;2020-03-10
9368;Vente;2020-05-11
9369;Vente;2020-05-07
9370;Vente;2020-05-15
9371;Vente;2020-05-14
9372;Vente;2020-05-06
9373;Vente;2020-05-16
9374;Vente;2020-04-23
9375;Vente;2020-05-14
9376;Vente;2020-05-28
9377;Vente;2020-05-25
9378;Vente;2020-05-28
9379;Vente;2020-05-27
9380;Vente;2020-05-28
9381;Vente;2020-06-02
9382;Vente;2020-05-18
9383;Vente;2020-05-20
9384;Vente;2020-05-27
9385;Vente;2020-05-28
9386;Vente;2020-06-03
9387;Vente;2020-05-25
9388;Vente;2020-05-25
9389;Vente;2020-05-16
9390;Vente;2020-05-25
9391;Vente;2020-05-28
9392;Vente;2020-05-19
9393;Vente;2020-05-18
9394;Vente;2020-05-20
9395;Vente;2020-05-20
9396;Vente;2020-05-20
9397;Vente;2020-05-26
9398;Vente;2020-05-14
9399;Vente;2020-06-02
9400;Vente;2020-05-29
9401;Vente;2020-06-04
9402;Vente;2020-05-18
9403;Vente;2020-06-03
9404;Vente;2020-06-05
9405;Vente;2020-05-29
9406;Vente;2020-05-28
9407;Vente;2020-05-20
9408;Vente;2020-05-26
9409;Vente;2020-05-25
9410;Vente;2020-05-26
9411;Vente;2020-05-19
9412;Vente;2020-06-09
9413;Vente;2020-06-05
9414;Vente;2020-06-04
9415;Vente;2020-05-14
9416;Vente;2020-05-15
9417;Vente;2020-06-03
9418;Vente;2020-05-15
9419;Vente;2020-05-18
9420;Vente;2020-05-18
9421;Vente;2020-06-02
9422;Vente;2020-05-19
9423;Vente;2020-06-03
9424;Vente;2020-05-28
9425;Vente;2020-05-28
9426;Vente;2020-05-18
9427;Vente;2020-05-29
9428;Vente;2020-05-29
9429;Vente;2020-05-19
9430;Vente;2020-05-27
9431;Vente;2020-06-13
9432;Vente;2020-06-10
9433;Vente;2020-06-11
9434;Vente;2020-05-19
9435;Vente;2020-06-16
9436;Vente;2020-06-12
9437;Vente;2020-06-17
9438;Vente;2020-06-15
9439;Vente;2020-05-27
9440;Vente;2020-06-12
9441;Vente;2020-06-11
9442;Vente;2020-06-12
9443;Vente;2020-05-11
9444;Vente;2020-06-05
9445;Vente;2020-06-09
9446;Vente;2020-06-12
9447;Vente;2020-06-12
9448;Vente;2020-06-25
9449;Vente;2020-06-23
9450;Vente;2020-06-19
