id_bien;voie;fk_commune;surface_carrez;type_local;nombre_pieces;numero_lot
31568;10 RUE FIRMIN GILLOT;3208;10.8;Appartement;1;6
31569;69 RUE DES ENTREPRENEURS;3208;64.82;Appartement;3;26
31570;59 QUAI DE GRENELLE;3208;32.82;Appartement;1;168
31571;60 RUE EMERIAU;3208;88.3;Appartement;4;103
31572;22 RUE EMERIAU;3208;99.96;Appartement;6;219
31573;66 RUE MADEMOISELLE;3208;44.45;Appartement;2;136
31574;10 RUE FRANCOIS MOUTHON;3208;19.45;Appartement;1;89
31575;15 RUE LAKANAL;3208;70.5;Appartement;3;343
31576;16 RUE FIRMIN GILLOT;3208;43.94;Appartement;2;23
31577;145 RUE DE LOURMEL;3208;61.82;Appartement;3;95
31578;27 RUE DESNOUETTES;3208;32.7;Appartement;2;82
31579;380 RUE DE VAUGIRARD;3208;51.43;Appartement;3;14
31580;90 RUE DE L ABBE GROULT;3208;39.04;Appartement;2;32
31581;60 RUE CASTAGNARY;3208;30.17;Appartement;2;8
31582;36 RUE FONDARY;3208;102.36;Appartement;4;14
31583;407 RUE DE VAUGIRARD;3208;35.15;Appartement;3;44
31584;7 RUE BAUSSET;3208;60.15;Appartement;3;19
31585;22 AV EMILE ZOLA;3208;70.55;Appartement;3;74
31586;238 RUE DE LA CROIX NIVERT;3208;51.76;Appartement;3;14
31587;204 RUE DE VAUGIRARD;3208;99.4;Appartement;5;1008
31588;4 RUE BORROMEE;3208;50.38;Appartement;2;8
31589;16 RUE DE L AVRE;3208;34.59;Appartement;2;19
31590;55 RUE BRANCION;3208;15.24;Appartement;1;23
31591;6 VLA JUGE;3208;19.92;Appartement;1;105
31592;15 CITE FALGUIERE;3208;27.26;Appartement;1;52
31593;201 RUE DE VAUGIRARD;3208;24.86;Appartement;1;136
31594;80 BD PASTEUR;3208;94.68;Appartement;3;22
31595;11 PL ADOLPHE CHERIOUX;3208;36.91;Appartement;2;383
31596;148 RUE SAINT CHARLES;3208;22.77;Appartement;1;15
31597;1 RUE FREMICOURT;3208;44.12;Appartement;2;20
31598;4 RUE ROSA BONHEUR;3208;115.05;Appartement;5;10
31599;37 RUE DE L ABBE GROULT;3208;47.82;Appartement;3;8
31600;71 RUE D ALLERAY;3208;15.45;Appartement;1;1004
31601;254 RUE DE VAUGIRARD;3208;14.84;Appartement;1;16
31602;26 RUE DE LA CONVENTION;3208;26.27;Appartement;2;12
31603;127 RUE SAINT CHARLES;3208;16.93;Appartement;1;402
31604;9 RUE DES BERGERS;3208;15.09;Appartement;1;294
31605;4 PL ADOLPHE CHERIOUX;3208;23.15;Appartement;2;30
31606;2 RUE MIZON;3208;35.5;Appartement;2;31
31607;7 RUE FALGUIERE;3208;46.76;Appartement;2;19
31608;41 RUE DES FAVORITES;3208;58.6;Appartement;2;12
31609;17 RUE VARET;3208;79.33;Appartement;5;241
31610;49 AV DE LA MOTTE PICQUET;3208;114.9;Appartement;5;15
31611;375 RUE DE VAUGIRARD;3208;31.59;Appartement;2;16
31612;8 RUE DUPLEIX;3208;30.15;Appartement;1;85
31613;57 RUE FONDARY;3208;18.01;Appartement;1;9
31614;17 RUE DE LA PROCESSION;3208;54.29;Appartement;3;30
31615;193 RUE LECOURBE;3208;27.75;Appartement;2;9
31616;56 AV EMILE ZOLA;3208;53.47;Appartement;1;326
31617;135 RUE FALGUIERE;3208;41.27;Appartement;3;15
31618;253 RUE LECOURBE;3208;24.42;Appartement;1;106
31619;31 RUE SAINT CHARLES;3208;127.5;Appartement;5;4
31620;31 RUE LABROUSTE;3208;41.52;Appartement;2;40
31621;83 AV DE BRETEUIL;3208;14.45;Appartement;1;28
31622;30 RUE FRANCOIS BONVIN;3208;23.37;Appartement;1;15
31623;56 RUE MADEMOISELLE;3208;20.11;Appartement;1;47
31624;366 RUE DE VAUGIRARD;3208;137.37;Appartement;5;19
31625;10 RUE D ALLERAY;3208;42.27;Appartement;2;19
31626;87 RUE BLOMET;3208;36.69;Appartement;2;29
31627;51 BD LEFEBVRE;3208;16.26;Appartement;1;21
31628;9 RUE DES BERGERS;3208;15.48;Appartement;1;354
31629;26 RUE FRANCOIS BONVIN;3208;49.63;Appartement;2;17
31630;215 RUE DE LA CROIX NIVERT;3208;40.33;Appartement;2;6
31631;40 AV DE SUFFREN;3208;66.17;Appartement;4;179
31632;127 RUE SAINT CHARLES;3208;13.75;Appartement;1;403
31633;26 RUE DU LAOS;3208;128.5;Appartement;5;14
31634;37 RUE DE LA CROIX NIVERT;3208;43.13;Appartement;2;116
31635;7 RUE FELIX FAURE;3208;28.76;Appartement;2;19
31636;8 AV EMILE ZOLA;3208;44.37;Appartement;2;33
31637;4 RUE ROBERT DE FLERS;3208;42.54;Appartement;1;262
31638;59 RUE DESNOUETTES;3208;53.78;Appartement;2;18
31639;28 RUE FONDARY;3208;56.44;Appartement;2;4
31640;50 AV DE SEGUR;3208;60.51;Appartement;3;15
31641;6 RUE MIOLLIS;3208;30.53;Appartement;2;6
31642;18 RUE LECOURBE;3208;42.01;Appartement;2;232
31643;12 RUE DE CADIX;3208;62.75;Appartement;3;14
31644;90 RUE CAMBRONNE;3208;43.55;Appartement;1;136
31645;84 AV EMILE ZOLA;3208;41.03;Appartement;1;18
31646;17 RUE PECLET;3208;57.74;Appartement;2;22
31647;6 RUE BROWN SEQUARD;3208;29.89;Appartement;2;23
31648;11 RUE DE JAVEL;3208;117.07;Appartement;5;164
31649;89 AV EMILE ZOLA;3208;101.41;Appartement;4;14
31650;36 RUE FONDARY;3208;68.9;Appartement;4;12
31651;6 RUE SARASATE;3208;11.02;Appartement;1;15
31652;9 RUE SANTOS DUMONT;3208;23.73;Appartement;2;8
31653;17 RUE DE JAVEL;3208;125.66;Appartement;6;132
31654;22 RUE EMERIAU;3208;30.46;Appartement;1;2
31655;313 RUE LECOURBE;3208;53.48;Appartement;2;1018
31656;366 RUE DE VAUGIRARD;3208;13.51;Appartement;1;229
31657;29 RUE DOMBASLE;3208;67.05;Appartement;3;28
31658;3 PL ETIENNE PERNET;3208;21.27;Appartement;2;63
31659;109 BD DE GRENELLE;3208;35.84;Appartement;2;11
31660;22 RUE DES VOLONTAIRES;3208;36.41;Appartement;2;234
31661;330 RUE LECOURBE;3208;33.29;Appartement;2;15
31662;4 RUE BORROMEE;3208;105.03;Appartement;4;24
31663;19 RUE DU CLOS FEUQUIERES;3208;29.2;Appartement;1;24
31664;15 RUE GEORGES PITARD;3208;43.01;Appartement;2;153
31665;4 VLA POIRIER;3208;25.5;Appartement;1;24
31666;7 RUE SARASATE;3208;52.02;Appartement;3;12
31667;15 RUE FIRMIN GILLOT;3208;20.35;Appartement;1;157
31668;38 AV EMILE ZOLA;3208;55.36;Appartement;3;75
31669;39 BD DE GRENELLE;3208;79.06;Appartement;3;24
31670;133 AV FELIX FAURE;3208;47.83;Appartement;2;20
31671;118 RUE LECOURBE;3208;95.1;Appartement;3;9
31672;7 RUE CAMBRONNE;3208;100.08;Appartement;4;108
31673;142 RUE DE JAVEL;3208;52.11;Appartement;3;15
31674;4  VIL DE L ASTROLABE;3208;18.34;Appartement;1;26
31675;26 AV FELIX FAURE;3208;67.41;Appartement;4;10
31676;17 RUE TIPHAINE;3208;23.4;Appartement;2;19
31677;43 RUE FONDARY;3208;26.14;Appartement;2;2
31678;77 RUE DE LOURMEL;3208;62.32;Appartement;2;134
31679;17 RUE OLIVIER DE SERRES;3208;48.63;Appartement;2;90
31680;12 RUE CARRIER BELLEUSE;3208;44.48;Appartement;3;21
31681;92 RUE BALARD;3208;40.77;Appartement;2;6
31682;3 RUE FERDINAND FABRE;3208;52.5;Appartement;3;6
31683;110 RUE FALGUIERE;3208;42.27;Appartement;2;19
31684;15 RUE DES MORILLONS;3208;57.2;Appartement;3;5
31685;4 RUE LEON DELAGRANGE;3208;63.87;Appartement;4;206
31686;11 RUE VASCO DE GAMA;3208;43.29;Appartement;3;106
31687;18 RUE DE CHAMBERY;3208;18.14;Appartement;1;10
31688;4 RUE DALOU;3208;47.82;Appartement;3;27
31689;288 RUE DE VAUGIRARD;3208;9.74;Appartement;1;110
31690;3 RUE LECOURBE;3208;68.77;Appartement;3;18
31691;130 RUE DE JAVEL;3208;27.8;Appartement;2;13
31692;3 RUE DU SOMMET DES ALPES;3208;55.03;Appartement;2;11
31693;235 RUE DE VAUGIRARD;3208;62.39;Appartement;2;202
31694;42 RUE ROUELLE;3208;39.36;Appartement;2;107
31695;1 RUE DU CLOS FEUQUIERES;3208;88.14;Appartement;4;144
31696;3 RUE ROSENWALD;3208;81.5;Appartement;3;132
31697;26 RUE SAINT LAMBERT;3208;70.59;Appartement;3;13
31698;7 RUE JOBBE DUVAL;3208;40.55;Appartement;2;204
31699;183 RUE SAINT CHARLES;3208;38.79;Appartement;2;10
31700;47 RUE PAUL BARRUEL;3208;98.5;Appartement;4;27
31701;1 RUE JULES SIMON;3208;59.3;Appartement;3;39
31702;2 RUE SARASATE;3208;29.45;Appartement;2;37
31703;14  VLA HONORE GABRIEL RIQUETI;3208;106.14;Appartement;5;329
31704;15 RUE ROBERT DE FLERS;3208;64.57;Appartement;3;149
31705;16 RUE DE LA PROCESSION;3208;64.32;Appartement;3;30
31706;194 RUE DE LA CONVENTION;3208;50.3;Appartement;3;23
31707;109 BD DE GRENELLE;3208;31.47;Appartement;2;14
31708;43 RUE CAMBRONNE;3208;46.93;Appartement;3;28
31709;4 RUE MARIO NIKIS;3208;51.51;Appartement;3;11
31710;30 RUE FREMICOURT;3208;26.63;Appartement;2;26
31711;90 RUE CAMBRONNE;3208;52.33;Appartement;2;109
31712;60 RUE EMERIAU;3208;47.05;Appartement;2;210
31713;4 RUE DU CDT LEANDRI;3208;20.15;Appartement;1;48
31714;84 AV EMILE ZOLA;3208;99.12;Appartement;4;11
31715;4 RUE MATHURIN REGNIER;3208;35.59;Appartement;2;37
31716;2 RUE HENRI DUCHENE;3208;73.46;Appartement;4;10
31717;22 ALL JOSEPH RECAMIER;3208;42.65;Appartement;2;2463
31718;15 RUE LAKANAL;3208;68.15;Appartement;3;607
31719;38 RUE BARGUE;3208;54.26;Appartement;3;11
31720;41 RUE DE L ABBE GROULT;3208;21.31;Appartement;1;19
31721;108 RUE DE LOURMEL;3208;46.73;Appartement;2;121
31722;4 RUE MARGUERITE BOUCICAUT;3208;59.61;Appartement;3;11
31723;14 RUE GRAMME;3208;38.03;Appartement;2;15
31724;84 AV EMILE ZOLA;3208;107.98;Appartement;3;10
31725;17 RUE JOBBE DUVAL;3208;30.74;Appartement;2;13
31726;13 RUE THIBOUMERY;3208;74.43;Appartement;3;13
31727;163 BD LEFEBVRE;3208;39.18;Appartement;2;65
31728;283 RUE LECOURBE;3208;85.78;Appartement;3;132
31729;9 RUE FRANQUET;3208;77.8;Appartement;4;172
31730;164 RUE DE LOURMEL;3208;46.75;Appartement;2;14
31731;17 RUE VARET;3208;56.65;Appartement;3;423
31732;3 RUE ANTOINE BOURDELLE;3208;21.4;Appartement;1;118
31733;20 RUE LAKANAL;3208;26.72;Appartement;2;3
31734;60 RUE DOMBASLE;3208;51.93;Appartement;2;21
31735;60 RUE EMERIAU;3208;24.82;Appartement;1;226
31736;46 RUE DE DANTZIG;3208;81.08;Appartement;4;18
31737;7 RUE BAUSSET;3208;57.67;Appartement;3;25
31738;15 RUE DANIEL STERN;3208;36.2;Appartement;2;11
31739;35 RUE DES MORILLONS;3208;71.01;Appartement;3;31
31740;179 RUE DE VAUGIRARD;3208;29.98;Appartement;2;16
31741;11 VLA DE LA CROIX NIVERT;3208;25.38;Appartement;1;5003
31742;39 RUE FONDARY;3208;156.45;Appartement;4;402
31743;22 RUE ERNEST RENAN;3208;57.17;Appartement;2;3
31744;17 RUE DE JAVEL;3208;113.5;Appartement;4;110
31745;76 RUE DUTOT;3208;31.52;Appartement;2;7
31746;9 RUE EMILE DUCLAUX;3208;107.52;Appartement;5;22
31747;14 RUE DE LA CROIX NIVERT;3208;31.85;Appartement;2;19
31748;145 RUE DE VAUGIRARD;3208;23.59;Appartement;1;12
31749;15 RUE ERNEST RENAN;3208;74.18;Appartement;4;19
31750;90 RUE CAMBRONNE;3208;56.61;Appartement;3;268
31751;43 RUE DE L ABBE GROULT;3208;43;Appartement;2;37
31752;90 RUE DU COMMERCE;3208;58.83;Appartement;2;37
31753;72 RUE FALGUIERE;3208;23.73;Appartement;1;294
31754;62 AV DE SUFFREN;3208;110.11;Appartement;4;106
31755;71 RUE DES CEVENNES;3208;27.42;Appartement;1;12
31756;8 RUE MIOLLIS;3208;17.18;Appartement;1;16
31757;14  VIL DU MONT TONNERRE;3208;21.3;Appartement;1;34
31758;16 RUE EDMOND ROGER;3208;44.55;Appartement;2;2448
31759;6 RUE DE LANGEAC;3208;33.75;Appartement;2;21
31760;49 RUE DESNOUETTES;3208;46.06;Appartement;2;59
31761;4  VIL DU MONT TONNERRE;3208;26.1;Appartement;1;2019
31762;69 RUE D ALLERAY;3208;28.1;Appartement;1;1135
31763;6 RUE HOUDART DE LAMOTTE;3208;52.02;Appartement;3;19
31764;18 RUE YVART;3208;55.49;Appartement;2;18
31765;1 RUE SARASATE;3208;77.03;Appartement;4;13
31766;139 RUE DE VAUGIRARD;3208;57.02;Appartement;4;15
31767;13 RUE FRANCOIS VILLON;3208;72.65;Appartement;4;114
31768;365 RUE DE VAUGIRARD;3208;71.85;Appartement;3;109
31769;18 RUE LECOURBE;3208;57.12;Appartement;2;102
31770;110 AV DE SUFFREN;3208;105.95;Appartement;5;6
31771;74 RUE DU COMMERCE;3208;45.58;Appartement;2;19
31772;14 RUE LACORDAIRE;3208;45.88;Appartement;2;15
31773;7 RUE DE VOUILLE;3208;36.78;Appartement;2;1303
31774;5 RUE HUMBLOT;3208;51.69;Appartement;2;5
31775;199 RUE DE LOURMEL;3208;106.2;Appartement;4;123
31776;281 RUE DE VAUGIRARD;3208;30.9;Appartement;1;131
31777;3 RUE DULAC;3208;20.07;Appartement;1;106
31778;24 RUE DOMBASLE;3208;30.68;Appartement;2;36
31779;40 RUE DE VOUILLE;3208;14.91;Appartement;1;17
31780;51 PL SAINT CHARLES;3208;23.1;Appartement;2;44
31781;6 BD PASTEUR;3208;29.75;Appartement;4;11
31782;173 RUE DE LA CROIX NIVERT;3208;12.96;Appartement;1;687
31783;4 RUE BAUSSET;3208;26.32;Appartement;2;27
31784;9 RUE NICOLAS CHARLET;3208;32.35;Appartement;2;20
31785;71 RUE DU THEATRE;3208;73.37;Appartement;4;58
31786;17 RUE JOBBE DUVAL;3208;47.32;Appartement;3;11
31787;12 RUE DE L ARRIVEE;3208;76.63;Appartement;4;61
31788;152 RUE DE JAVEL;3208;59.07;Appartement;2;22
31789;6 RUE DES BERGERS;3208;57.75;Appartement;3;38
31790;2 RUE HENRI BOCQUILLON;3208;79.06;Appartement;4;9
31791;11 RUE VASCO DE GAMA;3208;14.51;Appartement;1;4
31792;77 RUE FONDARY;3208;33.55;Appartement;2;145
31793;3 RUE DE CADIX;3208;12.25;Appartement;1;9
31794;220 RUE DE JAVEL;3208;96.15;Appartement;5;2
31795;11 RUE SEXTIUS MICHEL;3208;80.04;Appartement;4;4
31796;153 RUE SAINT CHARLES;3208;37.1;Appartement;3;137
31797;36 RUE FONDARY;3208;75.76;Appartement;4;2
31798;3 RUE DE L ARRIVEE;3208;16.2;Appartement;3;2659
31799;10 RUE FOURCADE;3208;36.02;Appartement;2;14
31800;220 RUE DE VAUGIRARD;3208;50.18;Appartement;3;24
31801;3 RUE DES MORILLONS;3208;26.87;Appartement;1;127
31802;2 RUE CLOUET;3208;14.53;Appartement;1;23
31803;16 PL ADOLPHE CHERIOUX;3208;20.7;Appartement;1;29
31804;116 BD DE GRENELLE;3208;47.03;Appartement;2;22
31805;9 RUE DE LA PROCESSION;3208;57.62;Appartement;4;34
31806;3 PL JACQUES MARETTE;3208;56.32;Appartement;3;5
31807;179 RUE DE VAUGIRARD;3208;24.3;Appartement;1;51
31808;3 IMP DE L EGLISE;3208;19.61;Appartement;1;10
31809;9 SQ DESAIX;3208;84.31;Appartement;4;379
31810;30 RUE BARGUE;3208;31.93;Appartement;2;3
31811;7 RUE MALASSIS;3208;33.9;Appartement;2;22
31812;78 RUE CASTAGNARY;3208;47.84;Appartement;2;16
31813;150 RUE DE VAUGIRARD;3208;100.02;Appartement;5;33
31814;2 RUE SAINT LAMBERT;3208;47.9;Appartement;2;32
31815;15 RUE ROBERT DE FLERS;3208;98.62;Appartement;4;22
31816;36 RUE DES CEVENNES;3208;43.08;Appartement;2;26
31817;57 RUE FONDARY;3208;62.82;Appartement;4;101
31818;26 RUE LACRETELLE;3208;52.08;Appartement;3;18
31819;43 RUE FONDARY;3208;28.2;Appartement;2;10
31820;10 RUE BORROMEE;3208;33.26;Appartement;2;51
31821;205 RUE DE LA CROIX NIVERT;3208;48.27;Appartement;3;14
31822;4 RUE JUGE;3208;9.83;Appartement;1;10
31823;22 RUE DE CHAMBERY;3208;46.1;Appartement;2;5
31824;7 RUE DE L ABBE GROULT;3208;13.21;Appartement;1;10
31825;110 RUE OLIVIER DE SERRES;3208;57;Appartement;3;47
31826;106 AV FELIX FAURE;3208;53.11;Appartement;2;10028
31827;31 BD DE GRENELLE;3208;56.45;Appartement;3;15
31828;65 RUE DU THEATRE;3208;52.79;Appartement;2;3
31829;39 RUE VIOLET;3208;30.95;Appartement;2;19
31830;33 RUE DU COMMERCE;3208;67.06;Appartement;2;5
31831;24 RUE GUTENBERG;3208;12.43;Appartement;1;7
31832;51 RUE BRANCION;3208;31.52;Appartement;2;19
31833;65 RUE DE LA CONVENTION;3208;43.83;Appartement;2;13
31834;12 RUE EDMOND ROGER;3208;66.67;Appartement;3;2069
31835;9 RUE CLOUET;3208;15.4;Appartement;0;42
31836;18 RUE DE STAEL;3208;20.33;Appartement;2;25
31837;103 QUAI BRANLY;3208;21.73;Appartement;2;3
31838;86 RUE DE L EGLISE;3208;46.2;Appartement;2;37
31839;4 RUE LEON DELAGRANGE;3208;69.82;Appartement;3;112
31840;137 RUE DE JAVEL;3208;67.03;Appartement;3;223
31841;24 RUE FALGUIERE;3208;47.17;Appartement;3;10
31842;8 VLA DE LA CROIX NIVERT;3208;34.4;Appartement;2;10
31843;14 RUE CORBON;3208;17.41;Appartement;1;18
31844;16 RUE MAUBLANC;3208;18.19;Appartement;1;34
31845;60 RUE DOMBASLE;3208;17.04;Appartement;1;17
31846;73 RUE DES MORILLONS;3208;14.41;Appartement;1;21
31847;6 RUE VIOLET;3208;32.03;Appartement;2;44
31848;94 AV EMILE ZOLA;3208;34.05;Appartement;2;49
31849;60 RUE DES ENTREPRENEURS;3208;26.9;Appartement;1;63
31850;252 RUE LECOURBE;3208;50.06;Appartement;2;682
31851;71 RUE D ALLERAY;3208;23.07;Appartement;1;1028
31852;19 RUE JOBBE DUVAL;3208;46.37;Appartement;3;10
31853;8 RUE LERICHE;3208;26.38;Appartement;1;30
31854;16 RUE EDMOND ROGER;3208;29.25;Appartement;1;2553
31855;106 RUE DE SEVRES;3208;23.13;Appartement;1;232
31856;4 VLA LETELLIER;3208;26.79;Appartement;2;9
31857;15 AV FELIX FAURE;3208;67.9;Appartement;4;13
31858;16 RUE DU COMMERCE;3208;16.45;Appartement;1;26
31859;50 RUE DES MORILLONS;3208;36.8;Appartement;2;6
31860;6 RUE ROBERT FLEURY;3208;53.63;Appartement;2;12
31861;18 RUE MIOLLIS;3208;86.41;Appartement;3;11
31862;103 RUE DE JAVEL;3208;28.64;Appartement;2;44
31863;231 RUE DE VAUGIRARD;3208;17.12;Appartement;1;24
31864;40 RUE SAINT LAMBERT;3208;30.26;Appartement;2;35
31865;32 RUE DU THEATRE;3208;51.51;Appartement;2;28
31866;105 RUE BLOMET;3208;55.3;Appartement;3;6
31867;4 RUE DE LANGEAC;3208;47.98;Appartement;2;2
31868;4 RUE EUGENE GIBEZ;3208;25;Appartement;2;21
31869;60 RUE FONDARY;3208;60.3;Appartement;3;3
31870;41 RUE DES MORILLONS;3208;56.72;Appartement;3;38
31871;39 RUE ALAIN CHARTIER;3208;32.73;Appartement;2;22
31872;356 RUE DE VAUGIRARD;3208;90.24;Appartement;2;33
31873;147 RUE DE JAVEL;3208;108.44;Appartement;5;17
31874;10 RUE DES VOLONTAIRES;3208;35.39;Appartement;2;4
31875;136 AV FELIX FAURE;3208;13.5;Appartement;1;14
31876;13 RUE SAINT AMAND;3208;40.19;Appartement;2;453
31877;15 RUE EMMANUEL CHAUVIERE;3208;34.02;Appartement;1;35
31878;70 RUE DE LOURMEL;3208;57.4;Appartement;3;25
31879;5 RUE SAINT CHRISTOPHE;3208;51.98;Appartement;2;6
31880;115 RUE DE JAVEL;3208;18.85;Appartement;1;17
31881;41 RUE GUTENBERG;3208;65.63;Appartement;2;39
31882;252 RUE DE LA CONVENTION;3208;25.24;Appartement;2;7
31883;204 RUE DE VAUGIRARD;3208;16.08;Appartement;1;1049
31884;145 RUE DE LA CROIX NIVERT;3208;61.81;Appartement;3;24
31885;140 AV DE SUFFREN;3208;145.28;Appartement;6;113
31886;15 RUE ROBERT DE FLERS;3208;41.18;Appartement;2;221
31887;13 RUE ROBERT LINDET;3208;14;Appartement;1;5
31888;7 RUE BARTHELEMY;3208;42.39;Appartement;3;28
31889;170 RUE BLOMET;3208;43.52;Appartement;2;20
31890;1 RUE MARGUERITE BOUCICAUT;3208;77.6;Appartement;4;27
31891;11 VLA DE LA CROIX NIVERT;3208;26.3;Appartement;1;5011
31892;75 RUE LEBLANC;3208;15.6;Appartement;1;2
31893;53 RUE DES CEVENNES;3208;18.53;Appartement;1;4
31894;17 RUE DU LAOS;3208;55.18;Appartement;2;25
31895;17 RUE DESNOUETTES;3208;68.34;Appartement;4;278
31896;66 RUE BRANCION;3208;33.26;Appartement;1;36
31897;78 AV FELIX FAURE;3208;52.01;Appartement;2;66
31898;4 IMP MATHIEU;3208;23.07;Appartement;1;437
31899;11 RUE PETEL;3208;36.88;Appartement;3;17
31900;7 RUE GAGER GABILLOT;3208;53.13;Appartement;1;12
31901;41 RUE DE L ABBE GROULT;3208;51.1;Appartement;3;18
31902;22 RUE DE CHERBOURG;3208;34.39;Appartement;2;113
31903;155 RUE DE VAUGIRARD;3208;33;Appartement;2;51
31904;34 RUE DE VOUILLE;3208;10.58;Appartement;1;29
31905;173 RUE DE LA CROIX NIVERT;3208;13.1;Appartement;1;642
31906;44 RUE DURANTON;3208;23.06;Appartement;1;57
31907;105 RUE BLOMET;3208;44.51;Appartement;2;9
31908;11 RUE DU GAL DE LARMINAT;3208;64.58;Appartement;3;79
31909;52 RUE DE LA CROIX NIVERT;3208;66.71;Appartement;2;16
31910;16 RUE LACORDAIRE;3208;34.85;Appartement;2;76
31911;9 RUE GUTENBERG;3208;15.4;Appartement;1;115
31912;97 RUE DE L ABBE GROULT;3208;61.62;Appartement;3;36
31913;17 AV FELIX FAURE;3208;83.24;Appartement;5;14
31914;6 RUE FERDINAND FABRE;3208;31.53;Appartement;2;42
31915;35 RUE DES BERGERS;3208;43.16;Appartement;2;374
31916;34 AV DE SUFFREN;3208;88.2;Appartement;4;33
31917;10 IMP DE L EGLISE;3208;14;Appartement;1;55
31918;102 RUE CAMBRONNE;3208;11.96;Appartement;1;26
31919;9 RUE FALGUIERE;3208;114.3;Appartement;4;179
31920;59 RUE DES ENTREPRENEURS;3208;29.62;Appartement;1;24
31921;9 RUE EMILE DUCLAUX;3208;59.2;Appartement;3;43
31922;215 RUE DE LA CROIX NIVERT;3208;38.85;Appartement;2;11
31923;1 RUE DESNOUETTES;3208;57.29;Appartement;3;17
31924;64 AV DE SAXE;3208;33.97;Appartement;2;18
31925;83 RUE FONDARY;3208;30.05;Appartement;2;20
31926;366 RUE DE VAUGIRARD;3208;16.53;Appartement;1;225
31927;14 RUE DE VICHY;3208;46.78;Appartement;1;4
31928;158  R-PTSAINT CHARLES;3208;59.15;Appartement;2;28
31929;317 RUE DE VAUGIRARD;3208;43.73;Appartement;2;13
31930;192 RUE DE VAUGIRARD;3208;73.25;Appartement;3;43
31931;38 RUE D ALLERAY;3208;40.74;Appartement;2;206
31932;9 RUE GUTENBERG;3208;14.18;Appartement;1;50
31933;66 RUE CASTAGNARY;3208;22.41;Appartement;1;38
31934;13 AV FELIX FAURE;3208;48.97;Appartement;2;13
31935;25 RUE DE CRONSTADT;3208;28.03;Appartement;2;24
31936;283 RUE LECOURBE;3208;54.12;Appartement;2;151
31937;7 RUE BOUILLOUX LAFONT;3208;32.7;Appartement;2;20
31938;333 RUE DE VAUGIRARD;3208;49.3;Appartement;2;13
31939;22 RUE BORROMEE;3208;27.01;Appartement;2;21
31940;5 PL D ALLERAY;3208;99.34;Appartement;5;1222
31941;11 SQ CHARLES LAURENT;3208;82.05;Appartement;4;1612
31942;30 RUE LECOURBE;3208;49;Appartement;2;21
31943;12 RUE EDMOND ROGER;3208;64.41;Appartement;3;2121
31944;45 RUE SAINT LAMBERT;3208;71.23;Appartement;3;404
31945;53 RUE BARGUE;3208;49.54;Appartement;2;14
31946;405 RUE DE VAUGIRARD;3208;154.03;Appartement;4;178
31947;212 RUE DE VAUGIRARD;3208;17.33;Appartement;1;103
31948;17 RUE EMILE DUCLAUX;3208;67.76;Appartement;3;40
31949;28 RUE GUTENBERG;3208;62.2;Appartement;4;11
31950;127 RUE SAINT CHARLES;3208;14.03;Appartement;1;405
31951;205 RUE DE LA CROIX NIVERT;3208;51.01;Appartement;3;19
31952;9 RUE JOBBE DUVAL;3208;46.14;Appartement;2;107
31953;57 RUE DE DANTZIG;3208;45.64;Appartement;2;4
31954;106 RUE DU THEATRE;3208;35.07;Appartement;3;47
31955;112 RUE CASTAGNARY;3208;69.81;Appartement;3;45
31956;84 BD PASTEUR;3208;58.43;Appartement;3;64
31957;67 RUE DU THEATRE;3208;128.81;Appartement;7;34
31958;60 RUE MADEMOISELLE;3208;15.73;Appartement;1;47
31959;9 RUE SAINTE LUCIE;3208;24.83;Appartement;1;58
31960;9 RUE QUINAULT;3208;53.07;Appartement;3;41
31961;7 RUE DE LANGEAC;3208;94.93;Appartement;3;9
31962;50 RUE DE LA CROIX NIVERT;3208;27.19;Appartement;2;105
31963;48 RUE MATHURIN REGNIER;3208;41.34;Appartement;2;6
31964;4 RUE GRAMME;3208;38.39;Appartement;2;14
31965;36 AV GEORGES MANDEL;3209;360.95;Appartement;8;5
31966;15 RUE DUFRENOY;3209;30.02;Appartement;1;77
31967;7 RUE LOUIS DAVID;3209;59.47;Appartement;2;16
31968;10 RUE WILHEM;3209;145.22;Appartement;4;111
31969;105 BD MURAT;3209;35;Appartement;1;50
31970;20 RUE DE VARIZE;3209;24.39;Appartement;2;63
31971;60 AV VICTOR HUGO;3209;259.7;Appartement;5;13
31972;4 AV ERLANGER;3209;78.96;Appartement;4;6
31973;2 RUE DES MARRONNIERS;3209;179.77;Appartement;6;141
31974;7 RUE BOILEAU;3209;48.85;Appartement;2;18
31975;15 RUE CHANEZ;3209;74.78;Appartement;3;44
31976;2 AV MILLERET DE BROU;3209;41.18;Appartement;2;117
31977;40 RUE ERLANGER;3209;55.95;Appartement;3;1304
31978;25 RUE PAUL VALERY;3209;44.24;Appartement;2;21
31979;4 AV DE MONTESPAN;3209;204.69;Appartement;5;119
31980;8 RUE LAURENT PICHAT;3209;54.4;Appartement;2;47
31981;50 AV FOCH;3209;18.5;Appartement;1;110
31982;6 AV THEOPHILE GAUTIER;3209;61.17;Appartement;4;9
31983;49 AV PAUL DOUMER;3209;42.92;Appartement;1;240
31984;5 RUE DE MUSSET;3209;30.01;Appartement;1;312
31985;21 AV DE VERSAILLES;3209;70.04;Appartement;2;131
31986;37 RUE RAYNOUARD;3209;102.44;Appartement;4;12
