id_bien;voie;fk_commune;surface_carrez;type_local;nombre_pieces;numero_lot
2318;43 RES LE CRES D L GINESTELLE;302;51.09;Maison;4;43
2319;418 RES MARYLAND 2;302;20.13;Appartement;2;18
2320;237 RES MYKONOS;302;20.23;Appartement;1;237
2321;28 RES LE TROIS MATS 2;305;40.84;Maison;3;28
2322;832 RUE DE LA HUNE;301;67.44;Maison;4;71
2323;100 RES LES HAMEAUX DE LA PLAGE;301;31.21;Maison;2;99
2324;10 QUAI D'ALSACE;303;31.53;Appartement;1;425
2325;118 RUE DU LOCH;301;24.18;Appartement;2;330
2326;1 RUE DU COMMERCE;303;40.12;Appartement;1;157
2327;73 RES LES SABLONS 3;302;37.26;Appartement;3;73
2328;383 RES LA GRANDE BLEUE;302;37.44;Maison;2;383
2329;9001 RES LES CYCLADES PORT LEUCATE;302;25.35;Appartement;2;45
2330;33 RES LES PLAGES D'ARGOS;302;27.93;Appartement;2;687
2331;89 RES EDEN PLAGE;302;26.23;Maison;2;89
2332;2 RUE EDOUARD VAILLANT;303;93.45;Appartement;4;3
2333;477 RES BALCONS D L MEDITERRANEE 2;303;21.02;Appartement;2;477
2334;39 RES LES MAISONS DE LA PLAGE;302;26.31;Maison;2;202
2335;267 RES LA GRANDE BLEUE;302;24;Maison;2;267
2336;59 RES LE LAGON BLEU;300;50.29;Maison;3;59
2337;23 RES COTE SUD 2;301;53.81;Maison;4;23
2338;49 AV DE PERPIGNAN;299;43.51;Appartement;2;1
2339;804 RES APHRODITE LA VOIE D'EAU;302;14.88;Appartement;1;804
2340;629 RES TERRASSES MEDITERRANEE;305;30.43;Appartement;2;582
2341;32 RUE DU BEAUPRE;301;16.98;Appartement;1;154
2342;459 RES HAWAI;302;16.49;Maison;3;459
2343;156 PL DE LA BONANCE;301;26.57;Appartement;1;715
2344;73 RES SAINTE - LUCIE;301;25.88;Maison;1;73
2345;8 RES LES MARINAS DE PORT ROSE;302;34.61;Appartement;2;8
2346;40 RUE DE LA CORNICHE;303;74.36;Maison;2;59
2347;19 RUE DU BEFFROI;303;25.65;Appartement;1;5
2348;385 RES TERRASSES MEDITERRANEE 1;302;25.75;Appartement;2;385
2349;1 AV DU SOLEIL  (PLAGE);303;17.37;Appartement;1;8
2350;44 RES PALMA 2;300;60.47;Appartement;3;44
2351;347 BD ESCHASSERIAUX;300;31.98;Appartement;2;25
2352;19 RES LES AMIRANTES;301;29.43;Maison;2;19
2353;138 IMP MOLIERE;300;31.53;Appartement;2;124
2354;2 AV DES GOELANDS;305;25.78;Appartement;3;707
2355;2 AV DES GOELANDS;305;19.2;Appartement;2;714
2356;190 RUE DE L INDUSTRIE;300;68.53;Appartement;4;6
2357;1 RES LES SABLONS 3;302;37.36;Appartement;3;1
2358;2 AV DES EXALS;305;16.49;Appartement;1;2
2359;74 RES TOURISTIQUE BEAU SOLEIL NP;303;30.93;Maison;3;74
2360;36 AV AYGUADES DE PECH ROUGE;301;37.26;Appartement;2;129
2361;2 RUE DES ECOLES ST PIERRE;305;22.12;Appartement;1;39
2362;5  LES GRENADINES;301;27.22;Appartement;1;514
2363;36 RUE DU CHEMIN NEUF;307;101.41;Appartement;3;2
2364;30  LA FEUILLERAIE COUDARELS B;302;33.24;Maison;4;19
2365;9001 CHE HAUT DE LA MER;302;85.35;Maison;4;3
2366;32 RUE DU BEAUPRE;301;47.52;Appartement;3;214
2367;587 RUE DE LA HUNE;301;25.71;Maison;2;78
2368;4 BD DOCTEUR FERROUL;303;76.2;Appartement;3;16
2369;13  RES COUDARELS FRANQUI OUES;302;28.1;Maison;2;13
2370;100  LES AYGUADES;301;51.02;Appartement;2;206
2371;348 RES BALCONS D L MEDITERRANEE 2;303;22.06;Appartement;2;348
2372;202 RES LES ARENES;302;21.01;Appartement;1;146
2373;29 RES LE CLAPOTIS;302;44.8;Maison;3;29
2374;20 PAS BARBEROUSSE;301;25.95;Appartement;1;227
2375;112 RES LES HAMEAUX DE LA PLAGE;301;49.13;Maison;2;111
2376;4 AV DES GOELANDS;305;36.45;Maison;2;8
2377;698 BD DU PECH MAYNAUD;301;18.94;Appartement;1;83
2378;36 AV AYGUADES DE PECH ROUGE;301;38.23;Appartement;2;244
2379;6 AV DES EXALS;305;27.2;Appartement;2;9
2380;84 RES LES SABLONS 1 ET 2;302;27;Appartement;2;84
2381;4 RUE DU LYS DES SABLES;305;44.81;Appartement;2;5
2382;39 RES LA BASTIDE;301;53.85;Maison;2;39
2383;8 RES LE BARBEROUSSE;301;18.5;Appartement;1;653
2384;1 BD DE LA DOUANE;305;18.33;Appartement;1;18
2385;187 RES LES FLEURYNES;305;30.25;Maison;1;187
2386;3 RES LA GRANDE VOILE;301;27.29;Appartement;2;244
2387;136 RUE DU DRAKKAR;301;42.91;Maison;3;500
2388;387 BD ESCHASSERIAUX;300;35.53;Appartement;2;51
2389;3 RES LA GRANDE VOILE;301;27.41;Appartement;2;222
2390;3 RES LE BARBEROUSSE;301;23.22;Appartement;2;495
2391;20 PAS BARBEROUSSE;301;40.66;Appartement;1;242
2392;3 RES LES PORTES DE LA PLAGE 2;302;37.79;Appartement;3;268
2393;841 BD DU PECH MAYNAUD;301;29.67;Maison;2;18
2394;9003 RES APHRODITE LA VOIE D'EAU;302;40.11;Maison;3;428
2395;2 RUE DU COMMERCE;303;72.88;Appartement;3;11
2396;97 RUE ANTOINE FUET;300;44.31;Appartement;2;4
2397;6 RES SAINT PIERRE;305;57.98;Maison;3;6
2398;1 AV MAL DE LATTRE DE TASSIGNY;303;45.15;Appartement;2;5
2399;242 MAIS DE LA PLAGE   (PLAGE);303;31.43;Appartement;3;1281
2400;30 RES LES JARDINS DE LA MER;302;37.22;Appartement;3;30
2401;5 RES LE BARBEROUSSE;301;25.04;Appartement;1;686
2402;4 PL 2709;308;45.81;Appartement;3;8
2403;36 RES TERRASSE DU PORT;301;94.56;Appartement;5;36
2404;30 AV DES PINS;309;82.81;Maison;4;31
2405;4 RES LES CAPTIVANTES;302;32.07;Maison;2;2061
2406;26 CHE DES AMANDIERS;310;62.16;Appartement;3;14
2407;12 RUE DE LA CALUCHE TR;301;31.64;Appartement;2;1
2408;171 RES HAWAI;302;17.04;Maison;2;171
2409;43  LES SIDRIERES;298;37.51;Maison;2;43
2410;50  LES CYCLADES LA FRANQUI;302;39.58;Maison;2;50
2411;1 RES LES MERS DU SUD;301;34.82;Appartement;3;1301
2412;160 PL DE LA BONANCE;301;22.66;Appartement;1;53
2413;85 AV DU GENERAL DE GAULLE;300;57.55;Appartement;3;23
2414;44 AV DU LANGUEDOC LA FRANQUI;302;34.05;Appartement;2;5
2415;231 RES LES AMANDINES;301;27.7;Appartement;2;85
2416;119 MAIS DE LA PLAGE   (PLAGE);303;22.46;Appartement;2;1144
2417;14 RES LES SENILLADES;305;25.87;Appartement;2;14
2418;3 RUE CHANZY;303;49.91;Appartement;2;12
2419;51 AV MARECHAL FOCH;309;74.58;Appartement;3;3
2420;7 ALL RENE ICHE;303;43.65;Appartement;2;8
2421;182 RES MAISONS D SABLES 4;302;34.7;Appartement;2;185
2422;524 RES MYKONOS;302;57.55;Appartement;4;524
2423;21 RUE ROSSINI;303;50.96;Appartement;2;13
2424;270 RES BALCONS D L MEDITERRANEE 2;303;24.17;Appartement;2;270
2425;9001  PORT PLAISANCE;302;60.63;Appartement;3;129
2426;15 AV PIERRE SEMARD;303;36.53;Appartement;2;79
2427;3 RES LA GRANDE VOILE;301;25.85;Appartement;2;217
2428;384 RES L'ILE BLEUE;301;32.91;Maison;2;113
2429;495 BD ESCHASSERIAUX;300;55.02;Appartement;3;14
2430;308 RES TERRASSES MEDITERRANEE 2;302;26.08;Appartement;2;308
2431;28 BD MARCEL SEMBAT;303;47.38;Appartement;2;8
2432;7 IMP DES CYPRES;303;84.22;Appartement;4;31
2433;2 RUE DES LAVOIRS;311;72.97;Maison;4;2
2434;60 AV DE NARBONNE;299;78.82;Appartement;4;3
2435;102 RES MAISONS DE LA PLAGE;300;37.58;Appartement;3;102
2436;3 RES DE LA MEDITERRANEE;305;22.05;Appartement;2;34
2437;32 RUE DU BEAUPRE;301;31.75;Appartement;2;198
2438;459 RES LES EAUX VIVES 2;305;18.93;Maison;1;59
2439;40 PAS DE LA MISAINE;301;27.37;Appartement;1;41
2440;17 RUE ROUGET DE LISLE;303;60.74;Appartement;2;4
2441;7 RUE GRACCHUS BABOEUF;303;69.63;Appartement;4;2
2442;376 RES TERRASSES MEDITERRANEE 1;302;35.37;Appartement;2;376
2443;37 RES HORIZON;300;22.29;Appartement;2;37
2444;124 AV DE LA PEROUSE;301;27.25;Appartement;3;23
2445;33 CRS MIRABEAU;303;45.3;Appartement;2;26
2446;107 RES LES FERMES MARINES;302;24.64;Appartement;1;107
2447;13 AV DU LANGUEDOC  (PLAGE);303;34.8;Appartement;3;383
2448;156 PL DE LA BONANCE;301;26.18;Appartement;1;516
2449;741 BD DU PECH MAYNAUD;301;61.21;Maison;3;32
2450;15 RES LE CLAPOTIS;302;44.26;Maison;3;15
2451;2 IMP TURGOT;303;81.18;Appartement;4;36
2452;231 RES MAISONS D SABLES 4;302;26.7;Appartement;2;240
2453;98 RUE DU LOCH;301;24.49;Appartement;2;91
2454;304 RES LES ARENES;302;27.17;Appartement;2;138
2455;3 RES LA GRANDE VOILE;301;27.95;Appartement;2;234
2456;65 RES HAMEAU DES PECHEURS;302;26.72;Maison;2;65
2457;228 RES LE CARLTON;302;22.21;Appartement;2;113
2458;1017 RES APHRODITE LA VOIE D'EAU;302;25.02;Appartement;2;1017
2459;511 RES APHRODITE LA VOIE D'EAU;302;24.21;Appartement;2;511
2460;52 BD FREDERIC MISTRAL;303;62.61;Appartement;3;26
2461;21 QUAI D'ALSACE;303;90.72;Appartement;4;30
2462;19 RUE DE SAINT GERMAIN;303;38.15;Appartement;2;2
2463;10 QUAI D'ALSACE;303;38.22;Appartement;2;231
2464;14 RES LOUISIANE;301;12;Maison;4;13
2465;59 RES SAINTE - LUCIE;301;58.08;Maison;3;59
2466;8 RUE DE JEMMAPES;303;23.41;Appartement;1;2
2467;5 RUE DES JACOBINS;303;44.26;Appartement;2;37
2468;24 RES LAGUNA BEACH;301;56.65;Appartement;3;95
2469;6 RES PORT ROSE 2;302;18.57;Appartement;2;67
2470;2 RUE BRACKE DESROUSSEAUX;303;98.05;Appartement;4;1
2471;42 BD DE 1848;303;53.34;Appartement;2;109
2472;3 RES LE MEDITERRANEE;301;19.43;Appartement;1;224
2473;9 RUE DES HIRONDELLES (PLAGE);303;51.7;Appartement;3;7
2474;51 RES PALAIS DE LA MEDITERRANEE;305;17.32;Appartement;1;65
2475;11 AV ALAIN GERBAULT;305;36.32;Appartement;3;8
2476;9001 RES HAUTS DE ST PIERRE;305;25.43;Appartement;2;106
2477;228 RES LA GRANDE BLEUE;302;26.95;Maison;3;228
2478;50 RES LES HAMEAUX DE LA PLAGE;301;41.19;Maison;2;49
2479;4 RUE BENJAMIN CREMIEUX;303;38.74;Appartement;2;113
2480;4  RES VERTE RIVE COUDARELS B;302;34.53;Maison;1;11
2481;1 RUE DES PECHEURS  (PLAGE);303;86.04;Appartement;4;42
2482;488 RES LES EAUX VIVES 2;305;27.65;Maison;2;189
2483;2 AV DES GOELANDS;305;34.38;Appartement;2;761
2484;5 BD DE BELLEVUE;305;42.8;Appartement;3;8
2485;8 RES QUATRE FONTAINES;303;35.62;Appartement;2;8
2486;20 RES COTE SUD 2;301;54.85;Maison;4;20
2487;409  LES JARDINS DE LA PLAGE;303;30.65;Appartement;2;520
2488;12 RUE DE LA ROUQUILLE;299;45.97;Maison;3;12
2489;136 RUE DU DRAKKAR;301;26.14;Maison;2;90
2490;2 RUE FABERT;303;54.74;Appartement;2;4
2491;12 RUE DE BARCELONE;303;48.33;Appartement;2;13
2492;39 RES LES SENTINIERES;302;54.05;Maison;3;73
2493;39 BD DE 1848;303;20.11;Appartement;1;22
2494;9 RUE GERARD PHILIPPE;309;58.43;Appartement;3;37
2495;64 RES LE DOMAINE DE JADE;300;42.2;Maison;3;64
2496;126 RES EDEN ROC 2 PLAGE;303;54.33;Appartement;2;28
2497;118 RUE DU LOCH;301;38.26;Appartement;3;112
2498;9001 RES LE CANIGOU;302;31.12;Appartement;1;164
2499;20 PAS BARBEROUSSE;301;30.29;Appartement;1;519
2500;37 RUE EMILE EUDES;303;43.57;Appartement;4;135
2501;224 RES BALCONS D L MEDITERRANEE 2;303;21.32;Appartement;2;224
2502;16 RUE LA PEROUSE;300;34.29;Appartement;2;122
2503;13 AV DU LANGUEDOC  (PLAGE);303;26.76;Appartement;2;237
2504; RUE DU CIMETIERE;312;30.23;Appartement;2;6
2505;37 BD DE 1848;303;23.58;Appartement;1;126
2506;42 RES LE CRES D L GINESTELLE;302;44.7;Maison;3;42
2507;1 IMP BEAUREPAIRE;303;52.72;Appartement;1;11
2508;2 RUE DES TRITONS  (PLAGE);303;35.02;Appartement;2;24
2509;2 RUE DE L'ANCIENNE PORTE NEUVE;303;66.06;Appartement;2;4
2510;353 RES NEPTUNE;302;44.17;Appartement;2;168
2511;717 RUE DE LA HUNE;301;42.7;Appartement;4;110
2512;13 RUE PAUL LOUIS COURIER;303;78.82;Appartement;4;4
2513;31 RES MAISONS ST LOUIS LA MER;305;23.62;Maison;2;31
2514;6 RUE INGRES;303;41.02;Appartement;2;29
2515;3 PL LAMOURGUIER;303;56.94;Appartement;3;2
2516;1  LES GRENADINES;301;23.11;Appartement;2;130
2517;5 RES VICTORIA;301;34.89;Maison;2;7
2518;1 AV DES CORSAIRES;305;38.5;Appartement;3;1
2519;4 BD DOCTEUR FERROUL;303;107.06;Appartement;4;18
2520;16 CITE LES LAURIERS;309;74.52;Maison;4;13
2521;18 AV DU SEMAPHORE;302;75.1;Appartement;2;1
2522;223 RES LES AMANDINES;301;21.85;Appartement;2;77
2523;14 RUE MALTE BRUN;303;71.85;Appartement;4;6
2524;9001 RES HAUTS DE ST PIERRE;305;23.21;Maison;1;225
2525;2 RUE CLAUDE NOUGARO;309;41.06;Appartement;2;24
2526;36 AV AYGUADES DE PECH ROUGE;301;40.01;Appartement;2;52
2527;5  RES BALCONS DE LA FALAISE;302;37.79;Appartement;3;33
2528;268 RES TERRASSES MEDITERRANEE 1;302;21.2;Appartement;2;268
2529;85 RES PLEIN SOLEIL;305;46.95;Maison;3;85
2530;2 RUE LT COL DEYMES;303;21.41;Appartement;1;21
2531;1 RUE CALIXTE CAMELLE;303;24.64;Appartement;2;6
2532;20 PAS BARBEROUSSE;301;26.85;Appartement;2;715
2533;39 RES LES JARDINS D'ULYSSE;303;34.45;Maison;3;80
2534;2 RUE DE TUNIS;303;37.82;Appartement;2;6
2535;82 PL MOLIERE;300;24.54;Appartement;1;27
2536;34 RUE DU PONT DES MARCHANDS;303;76.8;Appartement;3;11
2537;9002 RUE DES LENTISQUES;303;80.3;Maison;4;9
2538;109 RES LE CARLTON;302;21.92;Appartement;2;39
2539;8 RUE DU CHAT QUI PECHE TR;301;49.33;Appartement;3;3
2540;93 RES L'ILE BLEUE;301;24.92;Maison;2;193
2541;110 RES BELLE PLAGE;302;22.39;Appartement;2;110
2542;175 RES MAISONS DE LA PLAGE 4;302;34.02;Maison;3;30
2543;2 RUE DE LA CLAPE;303;26.03;Appartement;1;6
2544;630 RUE DE JONQUIERES;303;41.62;Appartement;2;28
2545;26 QUAI D'ALSACE;303;44.07;Appartement;2;26
2546;5 RUE DE L'AGLY;303;41.02;Appartement;2;5
2547;11 RES LES CABESTANS;301;66;Maison;4;11
2548;6 AV DE LA MER;305;33.55;Appartement;2;55
2549;56 RUE DES PALMIERS;301;26.98;Appartement;1;136
2550;2 AV DES GOELANDS;305;19.05;Maison;1;107
2551;16 BD MARCEL SEMBAT;303;58.06;Appartement;3;10
2552;12 RUE DE L'OSERAIE;303;67.95;Maison;3;1
2553;101 RES HAMEAU DU SOLEIL;300;25.03;Maison;2;101
2554;13 AV DOC PAUL POMPIDOR;303;87.94;Appartement;4;68
2555;113 RES MAISONS DES SABLES 3;302;33.24;Appartement;2;113
2556;14 RES L'AIGUE MARINE;302;14.36;Appartement;1;143
2557;2 RES PORT SOLEIL;301;25.27;Appartement;2;611
2558;10 AV DES GARRIGUES;305;39.37;Maison;3;76
2559;480 RUE DE LA HUNE;301;30.21;Appartement;2;230
2560;3 RUE DES REMPARTS;303;78.02;Appartement;3;26
2561;118 RUE DU LOCH;301;24.12;Appartement;2;338
2562;1 RUE BAUDIN;303;37.8;Appartement;2;23
2563;10 RES NEPTUNE;302;47.93;Appartement;3;266
2564;12 CHE ST JEAN;303;60;Appartement;3;24
2565;58 AV DES JUJUBIERS (PLAGE);303;85.58;Maison;4;4
2566;37 RUE EMILE EUDES;303;60.41;Appartement;3;112
2567;98 RUE DU LOCH;301;24.44;Appartement;2;36
2568;9001 RES KARUKERA;302;20.75;Appartement;1;29
2569;22 AV DE MILLAU;313;67.86;Appartement;3;40
2570;17 BD DES DAMES;314;84.67;Appartement;3;6
2571;51 RUE DE FORBIN;314;51.66;Appartement;3;21
2572;9 RUE BOSCARY;315;28.4;Appartement;1;1
2573;46 RUE CHEVALIER PAUL;314;35.27;Appartement;1;13
2574;55 RUE FRANCIS DAVSO;316;48.24;Appartement;2;8
2575;2 RUE JEAN DE BERNARDY;316;47.9;Appartement;2;5
2576;64 AV DE MONTOLIVET;315;39.85;Appartement;2;7
2577;4 RUE FORTIA;316;140.1;Appartement;4;135
2578;43 RUE LE PELLETIER;317;77.01;Maison;3;5
2579;33 RUE DU PETIT PUITS;314;16.87;Appartement;2;5
2580;2 IMP DU CHALET;318;125.85;Appartement;2;2
2581;8 PL JEAN JAURES;316;143.16;Appartement;5;13
2582;48 RUE BERNARD DU BOIS;316;25.77;Appartement;1;8
2583;133 AV DES CHARTREUX;315;90.06;Appartement;3;23
2584;44 RUE CURIOL;316;20.37;Appartement;1;6
2585;64 BD CAMILLE FLAMMARION;316;68.8;Appartement;3;17
2586;6 RUE GUINTRAND;314;20.2;Appartement;1;56
2587;14 PL AUX HUILES;316;38.54;Appartement;2;25
2588;5001 RES MARITIME;318;52.91;Appartement;3;24
2589;13 TSSE DU MOULIN A VENT;318;33.51;Appartement;2;16
2590;29 RUE MARECHAL FAYOLLE;315;29.86;Appartement;2;127
2591;13 RUE BERANGER;315;55.7;Appartement;3;197
2592;381 CHE MADRAGUE VILLE;318;74.13;Appartement;4;19
2593;57 RUE ADOLPHE THIERS;316;53.66;Appartement;3;13
2594;12 RUE RANQUE;316;104.51;Appartement;5;504
2595;158 AV DES CHARTREUX;315;59.66;Appartement;3;1
2596;89 BD LOUIS BOTINELLY;315;65.71;Appartement;3;256
2597;2 RUE CHARLES DE FOUCAULD;315;29.22;Appartement;1;119
2598;48 RUE CLOVIS HUGUES;319;28.01;Appartement;1;4
2599;5001 IMP DES AGACES;320;85.19;Appartement;4;365
2600;17  RSE NORD;318;32.46;Appartement;1;425
2601;5 RUE THUBANEAU;316;20.96;Appartement;1;2
2602;48 AV DE ST LOUIS;318;54.33;Appartement;3;233
2603;80 BD FRANCOISE DUPARC;315;21.97;Appartement;1;106
2604;26 BD HENRI BOULLE;315;14.23;Appartement;1;5
2605;77 RUE PAUTRIER;315;33.46;Appartement;0;26
2606;1 RUE SAINT MATHIEU;314;24.34;Appartement;1;4
2607;47 RUE DE LA LOGE;314;76;Appartement;3;47
2608;34 RUE JEANNE JUGAN;315;21.3;Appartement;1;31
2609;48 RUE D AUBAGNE;316;47.75;Appartement;2;5
2610;33 AV MAL FOCH;315;48.58;Appartement;2;23
2611;9 RUE GUY FABRE;316;45.1;Appartement;2;72
2612;27 BD DE LA LIBERATION;316;50.57;Appartement;3;4
2613;12 RUE DE PROVENCE;315;102.62;Appartement;4;6
2614;33 RUE CAVAIGNAC;319;62.24;Appartement;3;7
2615;2 RUE DE LA BIBLIOTHEQUE;316;88.3;Appartement;2;12
2616;12 RUE CAMOIN JEUNE;315;82.41;Appartement;3;13
2617;4 IMP FLECHER;318;31.52;Appartement;2;1
2618;5001  LES ROSIERS;320;58.25;Appartement;4;304
2619;103 TSSE NTRE DAME BON SECOURS;320;68;Appartement;4;37
2620;23 BD GAY LUSSAC;320;1291.44;Appartement;3;2
2621;18 RUE BENEDIT;315;40.84;Appartement;2;5
2622;25 RUE LEO LAGRANGE;320;43.82;Appartement;2;78
2623;17  RSE NORD;318;47.51;Appartement;2;202
2624;95 RUE D AUBAGNE;316;36.39;Appartement;1;11
2625;23 BD J. SAADE Q. DE LA JOLIETTE;314;44.8;Appartement;2;41
2626;2 BD DE LA LIBERATION;316;39.02;Appartement;1;56
2627;7 CRS JEAN BALLARD;316;115.49;Appartement;4;24
2628;24 RUE DU JET D EAU;319;52;Appartement;3;5
2629;30 RUE MATHIEU STILLATI;319;35.84;Appartement;2;9
2630;14 RUE DES DOMINICAINES;316;132.39;Appartement;3;22
2631;8 BD SAINT BRUNO;315;35;Appartement;1;4
2632;14 VC SQ  NATIONAL;319;77.69;Appartement;5;168
2633;10 RUE DESAIX;319;39.78;Appartement;2;10
2634;17 RUE DE LA LOGE;314;76.74;Appartement;2;27
2635;13 RUE PLUMIER;314;47.59;Appartement;2;19
2636;30 RUE SENAC;316;114.69;Appartement;3;8
2637;17 BD JEAN DUPLESSIS;320;25.25;Appartement;1;110
2638;25 RUE ORAN;315;28.01;Appartement;1;10
2639;52 AV DES CHUTES LAVIE;315;39.4;Appartement;1;10
2640;31 RUE D AUBAGNE;316;54;Appartement;3;4
2641;109 MTE DU PICHOU;317;46.69;Maison;2;1
2642;116 BD BLANCARDE;315;39.75;Appartement;1;9
2643;11 RUE HENRI AUZIAS;319;27.86;Appartement;2;113
2644;21 RUE DE VARSOVIE;317;43.28;Appartement;2;8
2645;48 AV DE ST LOUIS;318;73.85;Appartement;5;260
2646;2 AV DES CHUTES LAVIE;315;68.99;Appartement;3;38
2647;3 RUE COLBERT;316;38.69;Appartement;2;72
2648;2 RUE ARCHIMEDE;315;26.58;Appartement;1;9
2649;90 VC LA CANEBIERE;316;256.55;Appartement;7;5
2650;24 RUE THUBANEAU;316;25.27;Appartement;1;2
2651;67 RUE CURIOL;316;30.58;Appartement;1;6
2652;135 CHE ST JOSEPH A STE MARTHE;320;49.81;Appartement;2;14
2653;37 BD SAINT JEAN DE DIEU;320;50.44;Appartement;2;180
2654;8 RUE BERNARD;319;36.18;Appartement;2;6
2655;78 RUE BELLE DE MAI;319;34.43;Appartement;2;13
2656;229 BD DE LA LIBERATION;315;82.94;Appartement;3;5
2657;32 VC LA CANEBIERE;316;83.5;Appartement;3;18
2658;23 TRA PICASSO;317;18.81;Maison;3;5
2659;2 RUE FRANCOIS MASSABO;314;73.05;Appartement;3;471
2660;46 AV MAL FOCH;315;121.4;Appartement;6;14
2661;34 BD PARDIGON;315;35.4;Appartement;1;1
2662;358 CHE DU LITTORAL;318;54.84;Appartement;3;103
2663;20 RUE GAVAUDAN;315;65.45;Appartement;3;47
2664;26 BD GEORGES CLEMENCEAU;315;48.82;Appartement;3;6
2665;37 TRA DE LA MICHELE;318;39.6;Appartement;2;61
2666;4 RUE ALEXIS CARREL;315;35.97;Appartement;2;794
2667;48 AV SAINT JEAN;314;35.97;Appartement;1;72
2668;28 VC SQ  NATIONAL;319;50.16;Appartement;3;328
2669;5002 TSSE DU CHATEAU VENTO;320;18.05;Appartement;1;113
2670;57 RUE FLEGIER;316;35.41;Appartement;1;11
2671;90 BD CHARLES MORETTI;320;53.3;Appartement;3;282
2672;16 RUE DANTON;319;37.89;Appartement;2;5
2673;19 IMP DE ROUX;315;54.62;Appartement;3;106
2674;18 RUE MARX DORMOY;315;51.41;Appartement;2;13
2675;200 BD NATIONAL;319;42.52;Appartement;2;523
2676;55 CHE DE LA PELOUQUE;317;47.47;Appartement;3;3
2677;5 RUE SAINT SAENS;316;30.07;Appartement;2;5
2678;35 CHE ST JOSEPH A STE MARTHE;320;82.95;Appartement;5;35
2679;14 BD PARDIGON;315;36.31;Appartement;2;6
2680;19 RUE DU PETIT PUITS;314;35.12;Appartement;2;1
2681;188 AV ROGER SALENGRO;318;38.86;Appartement;2;15
2682;3 RUE ROUVIERE;316;115.01;Appartement;5;2
2683;49 BD GLACIERE;320;65.04;Appartement;4;1
2684;21 RUE ORAN;315;29.91;Appartement;1;7
2685;10 RUE PIERRE BELLOT;316;58.71;Appartement;3;1
2686;2 BD BONNES GRACES;319;69.09;Appartement;3;10
2687;40 RUE PIERRE ALBRAND;314;49.63;Appartement;2;12
2688;18 BD DE ROUX;315;63;Appartement;4;37
2689;6 CHE DE BIZET;317;61.56;Appartement;3;86
2690;44 RUE DES RECOLETTES;316;28.54;Appartement;1;14
2691;20 RUE LOUIS GROBET;316;27.29;Appartement;1;8
2692;135 BD LONGCHAMP;316;102.2;Appartement;3;5
2693;19 BD ALBIN BANDINI;317;62.12;Maison;3;1
2694;44 RUE DU COQ;316;71.65;Appartement;3;11
2695;13 RUE GLANDEVES;316;27.12;Appartement;1;7
2696;46 BD KRAEMER;320;55.49;Appartement;3;11
2697;55 RUE DE FORBIN;314;38.43;Appartement;1;9
2698;110 BD DE PARIS;319;64.64;Appartement;3;168
2699;4 RUE POIDS DE LA FARINE;316;19.18;Appartement;1;8
2700;20 RUE GUIBAL;316;42.96;Appartement;3;12
2701;24 RUE MAZENOD;314;56.78;Appartement;2;4
2702;13 RUE FORTUNE JOURDAN;319;29.73;Appartement;3;22
2703;34 RUE HENRI JURAMY;315;38.09;Appartement;1;5
2704;41 RUE D ISOARD;316;16.61;Appartement;1;190
2705;5 RUE CURIOL;316;20.1;Appartement;1;7
2706;12 RUE ELZEARD ROUGIER;315;25.84;Appartement;1;98
2707;30 RUE SERAPHIN;318;41.21;Appartement;2;3
2708;7 VC SQ  NATIONAL;319;48.84;Appartement;3;75
2709;4 RUE CHANTERAC;319;46.36;Appartement;3;4
2710;12 RUE DES GARDIANS;320;63.67;Appartement;3;422
2711;31 BD DE LUNEL;318;52.16;Maison;4;1
2712;36 RUE FRANCOIS BARBINI;319;65.14;Appartement;3;30
2713;70 AV CLAUDE MONET;320;62.4;Appartement;3;384
2714;80 BD FRANCOISE DUPARC;315;34.92;Appartement;1;121
2715;122 TSSE NTRE DAME BON SECOURS;320;44.01;Appartement;3;46
2716;100 CHE ST ANTOINE A ST JOSEPH;318;85.02;Appartement;4;137
2717;15 BD DES DAMES;314;59.71;Appartement;2;7
2718;22 RUE DE LA PALUD;316;39.56;Appartement;3;5
2719;12 RUE TOUSSAINT;319;27.77;Appartement;1;5
2720;10 RUE BERNARD DU BOIS;316;44.87;Appartement;2;4
2721;70 RUE CURIOL;316;23.73;Appartement;2;4
2722;273 BD CHAVE;315;73.31;Appartement;4;20
2723;19 BD DE ROUX;315;63.74;Appartement;4;53
2724;5 RUE PLUMIER;314;46.3;Appartement;2;17
2725;3 AV MARIGNY;320;61.15;Appartement;3;1
2726;22 RUE PORTE BAUSSENQUE;314;64.16;Appartement;2;4
2727;11 TSSE MARITIME;318;68.24;Appartement;3;33
2728;47 RUE DE LA LOGE;314;61.63;Appartement;3;70
2729;24 BD FRANCOISE DUPARC;315;51.52;Appartement;2;42
2730;8 RUE COLLIN;319;37.49;Appartement;1;38
2731;1 BD ROGER CHIEUSSE;317;73.87;Appartement;4;59
2732;11 RUE DE VERSAILLES;319;44.45;Appartement;2;2
2733;50 RUE PARADIS;316;75.1;Appartement;3;10
2734;11 RUE HENRI AUZIAS;319;27.51;Appartement;2;107
2735;105 RUE JEAN DE BERNARDY;316;43.6;Appartement;1;4
2736;6 RUE COMMANDANT MAGES;316;19.51;Appartement;1;2
2737;15 RUE DE LA JOLIETTE;314;26.23;Appartement;1;2
2738;56 VC LA CANEBIERE;316;81.78;Appartement;3;14
