id_commune;code_postal;commune
914;34770;GIGEAN
915;34830;JACOU
916;34380;MAS-DE-LONDRES
917;34980;SAINT CLEMENT DE RIVIERE
918;34160;CASTRIES
919;34670;BAILLARGUES
920;34560;POUSSAN
921;34190;LAROQUE
922;34560;MONTBAZIN
923;34730;PRADES-LE-LEZ
924;34160;BEAULIEU
925;34540;BALARUC LE VIEUX
926;34400;SAINT-SERIES
927;34750;VILLENEUVE-LES-MAGUELONE
928;34670;SAINT-BRES
929;34230;PLAISSAN
930;34700;LODEVE
931;34725;SAINT-FELIX-DE-LODEZ
932;34140;LOUPIAN
933;34190;CAZILHAC
934;34570;SAINT PAUL ET VALMALLE
935;34725;SAINT-ANDRE-DE-SANGONIS
936;34230;POUZOLS
937;34820;ASSAS
938;34400;ENTRE-VIGNES
939;34800;NEBIAN
940;34160;SAINT-DREZERY
941;34150;GIGNAC
942;34150;MONTPEYROUX
943;34570;MONTARNAUD
944;34350;VALRAS-PLAGE
945;34210;CESSERAS
946;34500;BEZIERS
947;34410;SERIGNAN
948;34300;AGDE
949;34120;PEZENAS
950;34340;MARSEILLAN
951;34600;BEDARIEUX
952;34350;VENDRES
953;34450;VIAS
954;34620;PUISSERGUIER
955;34720;CAUX
956;34310;MONTADY
957;34240;LAMALOU-LES-BAINS
958;34760;BOUJAN-SUR-LIBRON
959;34420;PORTIRAGNES
960;34810;POMEROLS
961;35740;PACE
962;35230;BOURGBARRE
963;35200;RENNES
964;35830;BETTON
965;35510;CESSON-SEVIGNE
966;35000;RENNES
967;35230;NOYAL-CHATILLON-SUR-SEICHE
968;35700;RENNES
969;35135;CHANTEPIE
970;35132;VEZIN-LE-COQUET
971;35170;BRUZ
972;35131;CHARTRES-DE-BRETAGNE
973;35136;ST JACQUES DE LA LANDE
974;35760;SAINT-GREGOIRE
975;35770;VERN-SUR-SEICHE
976;35520;LA CHAPELLE DES FOUGERETZ
977;35131;PONT-PEAN
978;35690;ACIGNE
979;35850;PARTHENAY-DE-BRETAGNE
980;35230;ORGERES
981;35520;MELESSE
982;35310;CHAVAGNE
983;35850;IRODOUER
984;35250;SAINT-AUBIN-D AUBIGNE
985;35310;BREAL-SOUS-MONTFORT
986;35310;MORDELLES
987;35360;MONTAUBAN-DE-BRETAGNE
988;35340;LIFFRE
989;35410;CHATEAUGIRON
990;35650;LE RHEU
991;35160;BRETEIL
992;35410;NOUVOITOU
993;35137;BEDEE
994;35150;JANZE
995;35235;THORIGNE-FOUILLARD
996;35290;SAINT-MEEN-LE-GRAND
997;35160;MONTFORT-SUR-MEU
998;35590;L'HERMITAGE
999;35630;HEDE-BAZOUGES
1000;35520;LA MEZIERE
1001;35230;SAINT-ARMEL
1002;35490;SENS-DE-BRETAGNE
1003;35440;MONTREUIL-SUR-ILLE
1004;35580;GOVEN
1005;35600;REDON
1006;35470;BAIN-DE-BRETAGNE
1007;35330;LA CHAPELLE BOUEXIC
1008;35580;GUICHEN
1009;35320;POLIGNE
1010;35890;BOURG-DES-COMPTES
1011;35400;SAINT-MALO
1012;35800;DINARD
1013;35720;PLEUGUENEUC
1014;35800;SAINT-LUNAIRE
1015;35260;CANCALE
1016;35730;PLEURTUIT
1017;35120;DOL DE BRETAGNE
1018;35800;SAINT-BRIAC-SUR-MER
1019;35540;MINIAC-MORVAN
1020;35350;LA GOUESNIERE
1021;35780;LA RICHARDAIS
1022;35190;SAINT-DOMINEUC
1023;35540;LE TRONCHET
1024;35610;ROZ-SUR-COUESNON
1025;35350;SAINT-MELOIR-DES-ONDES
1026;35430;SAINT-JOUAN-DES-GUERETS
1027;35113;DOMAGNE
1028;35130;LA GUERCHE-DE-BRETAGNE
1029;35500;VITRE
1030;35220;CHATEAUBOURG
1031;35240;RETIERS
1032;35450;VAL-D'IZE
1033;36000;CHATEAUROUX
1034;36400;LA CHATRE
1035;37300;JOUE LES TOURS
1036;37000;TOURS
1037;37520;LA RICHE
1038;37100;TOURS
1039;37270;MONTLOUIS-SUR-LOIRE
1040;37700;SAINT-PIERRE-DES-CORPS
1041;37200;TOURS
1042;37550;SAINT AVERTIN
1043;37230;FONDETTES
1044;37540;SAINT CYR SUR LOIRE
1045;37390;NOTRE-DAME-D OE
1046;37210;ROCHECORBON
1047;37390;LA MEMBROLLE-SUR-CHOISILLE
1048;37510;BALLAN MIRE
1049;37170;CHAMBRAY LES TOURS
1050;37400;AMBOISE
1051;37120;RICHELIEU
1052;37140;BOURGUEIL
1053;37600;LOCHES
1054;37160;DESCARTES
1055;38000;GRENOBLE
1056;38100;GRENOBLE
1057;38400;SAINT-MARTIN-D'HERES
1058;38610;GIERES
1059;38700;LA TRONCHE
1060;38240;MEYLAN
1061;38330;MONTBONNOT-SAINT-MARTIN
1062;38130;ECHIROLLES
1063;38330;SAINT-NAZAIRE-LES-EYMES
1064;38330;BIVIERS
1065;38330;SAINT-ISMIER
1066;38320;EYBENS
1067;38320;POISAT
1068;38700;CORENC
1069;38660;LA TERRASSE
1070;38500;VOIRON
1071;38420;DOMENE
1072;38190;FROGES
1073;38530;PONTCHARRA
1074;38220;VIZILLE
1075;38120;SAINT-EGREVE
1076;38120;FONTANIL-CORNILLON
1077;38830;CRETS EN BELLEDONNE
1078;38950;SAINT-MARTIN-LE-VINOUX
1079;38570;TENCIN
1080;38580;ALLEVARD
1081;38190;VILLARD-BONNOT
1082;38580;LE HAUT-BREDA
1083;38410;SAINT-MARTIN-D'URIAGE
1084;38340;VOREPPE
1085;38410;CHAMROUSSE
1086;38500;LA BUISSE
1087;38220;NOTRE-DAME-DE-MESAGE
1088;38380;SAINT-PIERRE-DE-CHARTREUSE
1089;38320;BRIE-ET-ANGONNES
1090;38570;GONCELIN
1091;38410;VAULNAVEYS-LE-BAS
1092;38190;LES ADRETS
1093;38420;LE VERSOUD
1094;38570;LE CHEYLAS
1095;38960;SAINT-ETIENNE-DE-CROSSEY
1096;38920;CROLLES
1097;38650;GRESSE-EN-VERCORS
1098;38750;HUEZ
1099;38860;LES DEUX ALPES
1100;38360;SASSENAGE
1101;38112;AUTRANS-MEAUDRE EN VERCORS
1102;38170;SEYSSINET-PARISET
1103;38250;VILLARD-DE-LANS
1104;38600;FONTAINE
1105;38114;VAUJANY
1106;38250;CORRENCON-EN-VERCORS
1107;38880;AUTRANS-MEAUDRE EN VERCORS
1108;38800;LE PONT-DE-CLAIX
1109;38640;CLAIX
1110;38970;CORPS
1111;38520;LE BOURG-D'OISANS
1112;38142;BESSE
1113;38142;AURIS
1114;38250;LANS-EN-VERCORS
1115;38450;LE GUA
1116;38110;SAINT-CLAIR-DE-LA-TOUR
1117;38300;BOURGOIN-JALLIEU
1118;38090;VILLEFONTAINE
1119;38540;SAINT-JUST-CHALEYSSIN
1120;38080;L'ISLE-D'ABEAU
1121;38290;LA VERPILLIERE
1122;38280;ANTHON
1123;38230;PONT-DE-CHERUY
1124;38140;RIVES
1125;38590;SAINT-ETIENNE-DE-SAINT-GEOIRS
1126;38160;SAINT-MARCELLIN
1127;38430;SAINT-JEAN-DE-MOIRANS
1128;38210;TULLINS
1129;38470;VINAY
1130;38430;MOIRANS
1131;38140;BEAUCROISSANT
1132;38590;SAINT-GEOIRS
1133;38940;ROYBON
1134;38140;IZEAUX
1135;39220;LES ROUSSES
1136;39200;SAINT-CLAUDE
1137;39100;DOLE
1138;39300;CHAMPAGNOLE
1139;39600;ARBOIS
1140;39500;TAVAUX
1141;39400;HAUTS DE BIENNE
1142;39100;SAMPANS
1143;39000;LONS LE SAUNIER
1144;39310;SEPTMONCEL LES MOLUNES
1145;39220;BOIS-D AMONT
1146;39220;PREMANON
1147;39800;POLIGNY
1148;39570;PERRIGNY
1149;39570;MONTMOROT
1150;39290;OFFLANGES
1151;39170;LAVANS-LES-SAINT-CLAUDE
1152;39110;SALINS LES BAINS
1153;39260;MOIRANS-EN-MONTAGNE
1154;39130;CLAIRVAUX-LES-LACS
1155;39400;BELLEFONTAINE
1156;39170;RAVILLOLES
1157;40170;ST-JULIEN-EN-BORN
1158;40100;DAX
1159;40230;ST-VINCENT-DE-TYROSSE
1160;40230;TOSSE
1161;40280;SAINT-PIERRE-DU-MONT
1162;40660;MOLIETS-ET-MAA
1163;40300;PEYREHORADE
1164;40510;SEIGNOSSE
1165;40000;MONT-DE-MARSAN
1166;40220;TARNOS
1167;40150;SOORTS-HOSSEGOR
1168;40230;ST-GEOURS-MAREMNE
1169;40460;SANGUINET
1170;40560;VIELLE-ST-GIRONS
1171;40480;VIEUX BOUCAU-LES-BAINS
1172;40170;LIT ET MIXE
1173;40600;BISCARROSSE
1174;40990;ST-PAUL-LES-DAX
1175;40130;CAPBRETON
1176;40530;LABENNE
1177;40140;SOUSTONS
1178;40440;ONDRES
1179;40500;MONTGAILLARD
1180;40800;AIRE-SUR-L'ADOUR
1181;40390;ST-MARTIN-DE-SEIGNANX
1182;40150;ANGRESSE
1183;40200;MIMIZAN
1184;40700;HAGETMAU
1185;40300;ORIST
1186;40550;LEON
1187;40390;ST-MARTIN-DE-HINX
1188;40170;BIAS
1189;40380;POYANNE
1190;40990;ST-VINCENT-DE-PAUL
1191;40370;RION-DES-LANDES
1192;40400;TARTAS
1193;40200;AUREILHAN
1194;40500;SAINT-SEVER
1195;40160;PARENTIS EN BORN
1196;40230;BENESSE-MAREMNE
1197;41100;VENDOME
1198;41000;BLOIS
1199;41400;MONTRICHARD VAL DE CHER
1200;41330;MAROLLES
1201;41200;ROMORANTIN-LANTHENAY
1202;41350;VINEUIL
1203;41260;LA CHAUSSEE SAINT VICTOR
1204;41000;VILLEBAROU
1205;42000;SAINT-ETIENNE
1206;42100;SAINT-ETIENNE
1207;42650;SAINT-JEAN-BONNEFONDS
1208;42350;LA TALAUDIERE
1209;42530;SAINT GENEST LERPT
1210;42800;GENILAC
1211;42700;FIRMINY
1212;42740;SAINT-PAUL-EN-JAREZ
1213;42400;SAINT-CHAMOND
1214;42150;LA RICAMARIE
1215;42230;ROCHE-LA-MOLIERE
1216;42320;LA GRAND-CROIX
1217;42800;SAINT-JOSEPH
1218;42270;SAINT-PRIEST-EN-JAREZ
1219;42410;PELUSSIN
1220;42480;LA FOUILLOUSE
1221;42580;L ETRAT
1222;42390;VILLARS
1223;42420;LORETTE
1224;42500;LE CHAMBON-FEUGEROLLES
1225;42490;FRAISSES
1226;42290;SORBIERS
1227;42410;CHAVANAY
1228;42800;RIVE-DE-GIER
1229;42320;FARNAY
1230;42240;SAINT-PAUL-EN-CORNILLON
1231;42240;UNIEUX
1232;42152;L HORME
1233;42600;SAVIGNEUX
1234;42680;SAINT-MARCELLIN-EN-FOREZ
1235;42160;ANDREZIEUX-BOUTHEON
1236;42140;CHAZELLES SUR LYON
1237;42130;BOEN-SUR-LIGNON
1238;42600;MONTBRISON
1239;42340;VEAUCHE
1240;42210;MONTROND-LES-BAINS
1241;42170;SAINT-JUST-SAINT-RAMBERT
1242;42330;SAINT-GALMIER
1243;42110;FEURS
1244;42610;SAINT-ROMAIN-LE-PUY
1245;42380;SAINT-BONNET-LE-CHATEAU
1246;42560;SOLEYMIEUX
1247;42920;CHALMAZEL-JEANSAGNIERE
1248;42600;PRECIEUX
1249;42300;ROANNE
1250;42190;CHARLIEU
1251;42300;VILLEREST
1252;42430;SAINT-JUST-EN-CHEVALET
1253;42153;RIORGES
1254;42590;NEULISE
1255;42120;LE COTEAU
1256;42300;MABLY
1257;42510;BALBIGNY
1258;42120;PERREUX
1259;42720;BRIENNON
1260;42370;SAINT-HAON-LE-CHATEL
1261;43000;LE PUY EN VELAY
1262;43600;SAINTE-SIGOLENE
1263;43140;SEAUVE-SUR-SEMENE (LA)
1264;43620;SAINT-PAL-DE-MONS
1265;43400;LE CHAMBON SUR LIGNON
1266;43300;LANGEAC
1267;43000;ESPALY-SAINT-MARCEL
1268;43140;SAINT-DIDIER-EN-VELAY
1269;43700;BRIVES-CHARENSAC
1270;43110;AUREC-SUR-LOIRE
1271;43200;ARAULES
1272;43100;VIEILLE-BRIOUDE
1273;43330;PONT-SALOMON
1274;43100;BRIOUDE
1275;43200;YSSINGEAUX
1276;43590;BEAUZAC
1277;43240;SAINT JUST MALMONT
1278;44000;NANTES
1279;44230;ST SEBASTIEN SUR LOIRE
1280;44300;NANTES
1281;44100;NANTES
1282;44200;NANTES
1283;44800;ST-HERBLAIN
1284;44610;INDRE
1285;44470;THOUARE-SUR-LOIRE
1286;44240;CHAPELLE-SUR-ERDRE (LA)
1287;44400;REZE
1288;44340;BOUGUENAIS
1289;44240;SUCE-SUR-ERDRE
1290;44310;ST-PHILBERT-DE-GRAND-LIEU
1291;44115;BASSE-GOULAINE
1292;44119;TREILLIERES
1293;44850;LIGNE
1294;44840;SORINIERES (LES)
1295;44140;AIGREFEUILLE SUR MAINE
1296;44470;CARQUEFOU
1297;44270;MACHECOUL-SAINT-MEME
1298;44980;SAINTE-LUCE-SUR-LOIRE
1299;44850;MOUZEIL
1300;44690;HAIE-FOUASSIERE (LA)
1301;44700;ORVAULT
1302;44120;VERTOU
1303;44150;ANCENIS-SAINT-GEREON
1304;44690;MAISDON-SUR-SEVRE
1305;44190;CLISSON
1306;44450;SAINT-JULIEN-DE-CONCELLES
1307;44830;BOUAYE
1308;44860;PONT-SAINT-MARTIN
1309;44119;GRANDCHAMP-DES-FONTAINES
1310;44430;LOROUX-BOTTEREAU (LE)
1311;44440;RIAILLE
1312;44370;LOIREAUXENCE
1313;44880;SAUTRON
1314;44330;CHAPELLE-HEULIN (LA)
1315;44760;LA BERNERIE EN RETZ
1316;44250;SAINT BREVIN LES PINS
1317;44210;PORNIC
1318;44730;SAINT-MICHEL-CHEF-CHEF
1319;44770;LA PLAINE-SUR-MER
1320;44680;SAINTE PAZANNE
1321;44320;SAINT-PERE-EN-RETZ
1322;44620;LA MONTAGNE
1323;44640;PELLERIN (LE)
1324;44560;PAIMBOEUF
1325;44770;PREFAILLES
1326;44380;PORNICHET
1327;44600;SAINT-NAZAIRE
1328;44220;COUERON
1329;44160;BESNE
1330;44130;BLAIN
1331;44570;TRIGNAC
1332;44780;MISSILLAC
1333;44550;MONTOIR-DE-BRETAGNE
1334;44360;SAINT-ETIENNE-DE-MONTLUC
1335;44260;SAVENAY
1336;44290;GUEMENE PENFAO
1337;44550;SAINT-MALO-DE-GUERSAC
1338;44160;SAINTE-REINE-DE-BRETAGNE
1339;44360;LE TEMPLE DE BRETAGNE
1340;44460;SAINT-NICOLAS-DE-REDON
1341;44480;DONGES
1342;44750;CAMPBON
1343;44360;VIGNEUX DE BRETAGNE
1344;44510;LE POULIGUEN
1345;44350;GUERANDE
1346;44420;LA TURBALLE
1347;44740;BATZ-SUR-MER
1348;44500;LA BAULE-ESCOUBLAC
1349;44420;MESQUER
1350;44490;LE CROISIC
1351;44117;SAINT-ANDRE-DES-EAUX
1352;44420;PIRIAC-SUR-MER
1353;44350;SAINT MOLF
1354;44390;NORT SUR ERDRE
1355;44110;CHATEAUBRIANT
1356;45800;ST JEAN DE BRAYE
1357;45000;ORLEANS
1358;45160;OLIVET
1359;45380;LA CHAPELLE ST MESMIN
1360;45140;ST JEAN DE LA RUELLE
1361;45650;SAINT-JEAN-LE-BLANC
1362;45100;ORLEANS
1363;45400;CHANTEAU
1364;45160;SAINT-HILAIRE-SAINT-MESMIN
1365;45400;FLEURY LES AUBRAIS
1366;45140;INGRE
1367;45400;SEMOY
1368;45750;SAINT-PRYVE-SAINT-MESMIN
1369;45770;SARAN
1370;45560;SAINT-DENIS-EN-VAL
1371;45430;CHECY
1372;45140;BOULAY-LES-BARRES
1373;45190;BEAUGENCY
1374;45160;ARDON
1375;45240;LA FERTE SAINT-AUBIN
1376;45170;NEUVILLE-AUX-BOIS
1377;45740;LAILLY EN VAL
1378;45110;CHATEAUNEUF S LOIRE
1379;45150;JARGEAU
1380;45640;SANDILLON
1381;45130;MEUNG-SUR-LOIRE
1382;45310;PATAY
1383;45200;MONTARGIS
1384;45120;CHALETTE-SUR-LOING
1385;45320;SAINT-HILAIRE-LES-ANDRESIS
1386;45200;AMILLY
1387;45120;CEPOY
1388;45390;PUISEAUX
1389;45330;LE MALESHERBOIS
1390;45300;PITHIVIERS
1391;45340;BEAUNE-LA-ROLANDE
1392;45500;GIEN
1393;45600;SULLY-SUR-LOIRE
1394;45250;BRIARE
1395;46000;CAHORS
1396;47520;LE PASSAGE
1397;47000;AGEN
1398;47390;LAYRAC
1399;47240;LAFOX
1400;47700;CASTELJALOUX
1401;47550;BOE
1402;47450;COLAYRAC ST CIRQ
1403;47600;NERAC
1404;47190;AIGUILLON
1405;47200;MARMANDE
1406;47400;TONNEINS
1407;47300;VILLENEUVE SUR LOT
1408;47210;VILLEREAL
1409;47500;FUMEL
1410;47150;MONFLANQUIN
1411;47290;CASTELNAUD DE GRATECAMBE
1412;48000;MENDE
1413;48300;LANGOGNE
1414;48150;MEYRUEIS
1415;48100;MARVEJOLS
1416;48190;MONT LOZERE ET GOULET
1417;48800;VILLEFORT
1418;48130;PEYRE EN AUBRAC
1419;49000;ANGERS
1420;49100;ANGERS
1421;49130;LES PONTS DE CE
1422;49125;TIERCE
1423;49124;SAINT-BARTHELEMY-D ANJOU
1424;49610;MURS-ERIGNE
1425;49800;TRELAZE
1426;49130;STE GEMMES SUR LOIRE
1427;49125;CHEFFES
1428;49480;VERRIERES-EN-ANJOU
1429;49112;VERRIERES-EN-ANJOU
1430;49140;RIVES-DU-LOIR-EN-ANJOU
1431;49320;BRISSAC LOIRE AUBANCE
1432;49240;AVRILLE
1433;49170;SAINT-GEORGES-SUR-LOIRE
1434;49080;BOUCHEMAINE
1435;49460;MONTREUIL-JUIGNE
1436;49300;CHOLET
1437;49120;CHEMILLE-EN-ANJOU
1438;49340;TREMENTINES
1439;49450;BEAUPREAU-EN-MAUGES
1440;49600;BEAUPREAU-EN-MAUGES
1441;49280;LA TESSOUALLE
1442;49400;SAUMUR
1443;49590;FONTEVRAUD L ABBAYE
1444;49630;MAZE-MILON
1445;49500;SEGRE-EN-ANJOU BLEU
1446;50180;AGNEAUX
1447;50000;SAINT-LO
1448;50680;MOON-SUR-ELLE
1449;50500;CARENTAN LES MARAIS
1450;50400;GRANVILLE
1451;50300;AVRANCHES
1452;50600;GRANDPARIGNY
1453;50350;DONVILLE-LES-BAINS
1454;50600;SAINT-HILAIRE-DU-HARCOUET
1455;50370;BRECEY
1456;50610;JULLOUVILLE
1457;50170;PONTORSON
1458;50100;CHERBOURG-EN-COTENTIN
1459;50470;CHERBOURG-EN-COTENTIN
1460;50110;CHERBOURG-EN-COTENTIN
1461;50130;CHERBOURG-EN-COTENTIN
1462;50120;CHERBOURG-EN-COTENTIN
1463;50200;COUTANCES
1464;50430;SAINT-GERMAIN-SUR-AY
1465;50450;GAVRAY-SUR-SIENNE
1466;50560;GOUVILLE-SUR-MER
1467;50230;AGON-COUTAINVILLE
1468;50770;PIROU
1469;50190;PERIERS
1470;50430;LESSAY
1471;50250;LA HAYE
1472;50270;BARNEVILLE-CARTERET
1473;50550;SAINT-VAAST-LA-HOUGUE
1474;50270;BAUBIGNY
1475;50700;VALOGNES
1476;50580;PORT-BAIL-SUR-MER
1477;51000;CHALONS EN CHAMPAGNE
1478;51470;SAINT-MEMMIE
1479;51800;SAINTE MENEHOULD
1480;51300;BLACY
1481;51300;VITRY LE FRANCOIS
1482;51300;FRIGNICOURT
1483;51200;EPERNAY
1484;51700;DORMANS
1485;51530;VINAY
1486;51530;CRAMANT
1487;51190;AVIZE
1488;51700;MAREUIL-LE-PORT
1489;51100;REIMS
1490;51430;TINQUEUX
1491;51530;DIZY
1492;51160;AY-CHAMPAGNE
1493;51350;CORMONTREUIL
1494;51370;SAINT BRICE COURCELLES
1495;51500;CHIGNY-LES-ROSES
1496;51500;SILLERY
1497;51450;BETHENY
1498;51430;BEZANNES
1499;51170;FISMES
1500;51420;WITRY-LES-REIMS
1501;51530;MAGENTA
1502;51160;AVENAY-VAL-D'OR
1503;52800;NOGENT
1504;52000;CHAUMONT
1505;52200;LANGRES
1506;53200;CHATEAU-GONTIER-SUR-MAYENNE
1507;53800;CONGRIER
1508;53000;LAVAL
1509;53810;CHANGE
1510;53300;ST FRAIMBAULT DE PRIERES
1511;53100;MAYENNE
1512;54270;ESSEY LES NANCY
1513;54000;NANCY
1514;54500;VANDOEUVRE LES NANCY
1515;54700;PONT A MOUSSON
1516;54130;SAINT MAX
1517;54140;JARVILLE LA MALGRANGE
1518;54220;MALZEVILLE
1519;54600;VILLERS LES NANCY
1520;54250;CHAMPIGNEULLES
1521;54850;MEREVILLE
1522;54425;PULNOY
1523;54320;MAXEVILLE
1524;54520;LAXOU
1525;54390;FROUARD
1526;54136;BOUXIERES-AUX-DAMES
1527;54410;LANEUVEVILLE-DEVANT-NANCY
1528;54670;CUSTINES
1529;54510;TOMBLAINE
1530;54630;RICHARDMENIL
1531;54180;HEILLECOURT
1532;54550;PONT-SAINT-VINCENT
1533;54740;HAROUE
1534;54110;VARANGEVILLE
1535;54210;SAINT-NICOLAS-DE-PORT
1536;54150;VAL DE BRIEY
1537;54400;LONGWY
1538;54750;TRIEUX
1539;54730;GORCY
1540;54860;HAUCOURT-MOULAINE
1541;54240;JOEUF
1542;54800;JARNY
1543;54650;SAULNES
1544;54310;HOMECOURT
1545;54640;TUCQUEGNIEUX
1546;54350;MONT SAINT MARTIN
1547;54430;REHON
1548;54580;AUBOUE
1549;54810;LONGLAVILLE
1550;54880;THIL
1551;54260;LONGUYON
1552;54440;HERSERANGE
1553;54590;HUSSIGNY GODBRANGE
1554;54190;VILLERUPT
1555;54400;COSNES-ET-ROMAIN
1556;54870;CONS-LA-GRANDVILLE
1557;54800;HATRIZE
1558;54910;VALLEROY
1559;54300;LUNEVILLE
1560;54122;VATHIMENIL
1561;54360;DAMELEVIERES
1562;54360;MONT-SUR-MEURTHE
1563;54360;BLAINVILLE-SUR-L EAU
1564;54570;FOUG
1565;54200;PIERRE-LA-TREICHE
1566;54200;ECROUVES
1567;54200;TOUL
1568;54200;DOMMARTIN-LES-TOUL
1569;54200;VILLEY-SAINT-ETIENNE
1570;54119;DOMGERMAIN
1571;54470;THIAUCOURT-REGNIEVILLE
1572;55430;BELLEVILLE SUR MEUSE
1573;55100;VERDUN
1574;56640;ARZON
1575;56890;SAINT-AVE
1576;56000;VANNES
1577;56610;ARRADON
1578;56880;PLOEREN
1579;56680;PLOUHINEC
1580;56520;GUIDEL
1581;56680;GAVRES
1582;56260;LARMOR-PLAGE
1583;56100;LORIENT
1584;56570;LOCMIQUELIC
1585;56650;INZINZAC-LOCHRIST
1586;56290;PORT-LOUIS
1587;56530;GESTEL
1588;56700;HENNEBONT
1589;56270;PLOEMEUR
1590;56600;LANESTER
1591;56670;RIANTEC
1592;56620;CLEGUER
1593;56700;KERVIGNAC
1594;56440;LANGUIDIC
1595;56400;BRECH
1596;56400;PLOEMEL
1597;56400;AURAY
1598;56340;CARNAC
1599;56360;LOCMARIA
1600;56360;LE PALAIS
1601;56510;SAINT-PIERRE-QUIBERON
1602;56170;QUIBERON
1603;56550;BELZ
1604;56470;LA TRINITE SUR MER
1605;56410;ERDEVEN
1606;56400;LE BONO
1607;56410;ETEL
1608;56360;SAUZON
1609;56400;SAINTE-ANNE-D'AURAY
1610;56470;SAINT-PHILIBERT
1611;56330;PLUVIGNER
1612;56400;PLUNERET
1613;56340;PLOUHARNEL
1614;56140;MALESTROIT
1615;56800;PLOERMEL
1616;56300;PONTIVY
1617;56160;LIGNOL
1618;56150;BAUD
1619;58000;NEVERS
1620;58600;FOURCHAMBAULT
1621;58640;VARENNES-VAUZELLES
1622;58160;IMPHY
1623;58660;COULANGES LES NEVERS
1624;58300;DECIZE
1625;58000;SAINT ELOI
1626;59800;LILLE
1627;59110;LA MADELEINE
1628;59000;LILLE
1629;59370;MONS EN BAROEUL
1630;59130;LAMBERSART
1631;59155;FACHES THUMESNIL
1632;59260;LILLE
1633;59777;LILLE
1634;59350;SAINT-ANDRE
1635;59118;WAMBRECHIES
1636;59790;RONCHIN
1637;59520;MARQUETTE-LEZ-LILLE
1638;59650;VILLENEUVE-D'ASCQ
1639;59134;FOURNES-EN-WEPPES
1640;59170;CROIX
1641;59390;LYS LEZ LANNOY
1642;59491;VILLENEUVE-D'ASCQ
1643;59100;ROUBAIX
1644;59150;WATTRELOS
1645;59160;LILLE
1646;59136;WAVRIN
1647;59133;PHALEMPIN
1648;59810;LESQUIN
1649;59390;LANNOY
1650;59320;ENNETIERES-EN-WEPPES
1651;59120;LOOS
1652;59320;SEQUEDIN
1653;59251;ALLENNES-LES-MARAIS
1654;59139;WATTIGNIES
1655;59290;WASQUEHAL
1656;59710;AVELIN
1657;59780;WILLEMS
1658;59320;HAUBOURDIN
1659;59493;VILLENEUVE-D'ASCQ
1660;59113;SECLIN
1661;59710;PONT-A-MARCQ
1662;59242;TEMPLEUVE EN PEVELE
1663;59830;CYSOING
1664;59320;HALLENNES-LEZ-HAUBOURDIN
1665;59510;HEM
1666;59235;BERSEE
1667;59420;MOUVAUX
1668;59700;MARCQ EN BAROEUL
1669;59223;RONCQ
1670;59200;TOURCOING
1671;59280;ARMENTIERES
1672;59840;PERENCHIES
1673;59250;HALLUIN
1674;59890;DEULEMONT
1675;59960;NEUVILLE EN FERRAIN
1676;59910;BONDUES
1677;59126;LINSELLES
1678;59890;QUESNOY SUR DEULE
1679;59760;GRANDE-SYNTHE
1680;59270;BAILLEUL
1681;59190;HAZEBROUCK
1682;59500;DOUAI
1683;59552;LAMBRES LEZ DOUAI
1684;59450;SIN LE NOBLE
1685;59490;SOMAIN
1686;59310;FAUMONT
1687;59146;PECQUENCOURT
1688;59600;MAUBEUGE
1689;59540;CAUDRY
1690;59400;CAMBRAI
1691;59590;RAISMES
1692;59300;VALENCIENNES
1693;59770;MARLY
1694;59230;SAINT-AMAND-LES-EAUX
1695;59410;ANZIN
1696;59178;HASNON
1697;59125;TRITH-ST-LEGER
1698;59220;DENAIN
1699;60000;BEAUVAIS
1700;60110;MERU
1701;60590;TRIE CHATEAU
1702;60540;BORNEL
1703;60430;NOAILLES
1704;60790;VALDAMPIERRE
1705;60240;CHAUMONT-EN-VEXIN
1706;60570;LABOISSIERE EN THELLE
1707;60570;ANDEVILLE
1708;60000;GOINCOURT
1709;60730;STE GENEVIEVE
1710;60240;LOCONVILLE
1711;60290;RANTIGNY
1712;60600;CLERMONT
1713;60140;LIANCOURT
1714;60600;FITZ JAMES
1715;60290;LAIGNEVILLE
1716;60250;MOUY
1717;60360;CREVECOEUR LE GRAND
1718;60510;LA RUE ST PIERRE
1719;60200;COMPIEGNE
1720;60280;MARGNY LES COMPIEGNE
1721;60280;CLAIROIX
1722;60400;NOYON
1723;60170;RIBECOURT DRESLINCOURT
1724;60610;LACROIX ST OUEN
1725;60280;VENETTE
1726;60190;LACHELLE
1727;60350;ATTICHY
1728;60880;JAUX
1729;60150;THOUROTTE
1730;60880;LE MEUX
1731;60170;CAMBRONNE LES RIBECOURT
1732;60660;ST VAAST LES MELLO
1733;60700;PONT STE MAXENCE
1734;60180;NOGENT SUR OISE
1735;60660;CIRES LES MELLO
1736;60410;SAINTINES
1737;60530;DIEUDONNE
1738;60460;PRECY SUR OISE
1739;60300;SENLIS
1740;60500;CHANTILLY
1741;60270;GOUVIEUX
1742;60100;CREIL
1743;60440;NANTEUIL LE HAUDOUIN
1744;60870;VILLERS ST PAUL
1745;60520;LA CHAPELLE EN SERVAL
1746;60700;FLEURINES
1747;60550;VERNEUIL EN HALATTE
1748;60160;MONTATAIRE
1749;60800;CREPY EN VALOIS
1750;60560;ORRY LA VILLE
1751;60740;ST MAXIMIN
1752;60300;AVILLY ST LEONARD
1753;60260;LAMORLAYE
1754;60340;ST LEU D ESSERENT
